SK_RequisicaoItem;NumeroRequisicao;DataSolicitacao;DataPrometida;DataAtendimento;SK_Item;SK_Deposito;SK_CentroCusto;SK_Solicitante;SK_Status;QuantidadeSolicitada;QuantidadeAtendida;QuantidadeNaoAtendida;CustoUnitario;HorasAtendimento;FlagAtendidoTotal;FlagNoPrazo;FlagOTIF;FlagPendente;MotivoNaoAtendimento
8267;RQ008267;2024-10-04;2024-10-05;2024-10-04;104;1;2;29;3;7,0000;7,0000;0,0000;40,4900;1,42;1;1;1;0;
8268;RQ008268;2024-10-24;2024-10-25;2024-10-24;104;1;12;17;3;7,0000;7,0000;0,0000;40,4900;5,55;1;1;1;0;
8269;RQ008269;2024-11-26;2024-11-27;2024-11-26;104;1;6;15;3;12,0000;12,0000;0,0000;40,4900;2,22;1;1;1;0;
8270;RQ008270;2024-11-25;2024-11-26;2024-11-25;104;1;8;36;3;12,0000;12,0000;0,0000;40,4900;3,49;1;1;1;0;
8271;RQ008271;2024-11-25;2024-11-26;2024-11-25;104;1;4;12;3;12,0000;12,0000;0,0000;40,4900;2,75;1;1;1;0;
8272;RQ008272;2024-12-30;2024-12-31;2024-12-30;104;1;12;23;3;6,0000;6,0000;0,0000;40,7267;4,99;1;1;1;0;
8273;RQ008273;2024-12-11;2024-12-12;2024-12-11;104;1;3;36;3;6,0000;6,0000;0,0000;40,7267;4,38;1;1;1;0;
8274;RQ008274;2024-12-10;2024-12-11;2024-12-10;104;1;2;9;3;6,0000;6,0000;0,0000;40,7267;1,72;1;1;1;0;
8275;RQ008275;2024-12-24;2024-12-25;2024-12-24;104;1;3;13;3;6,0000;6,0000;0,0000;40,7267;6,66;1;1;1;0;
8276;RQ008276;2024-12-13;2024-12-14;2024-12-13;104;1;5;8;3;6,0000;6,0000;0,0000;40,7267;3,04;1;1;1;0;
8277;RQ008277;2025-01-21;2025-01-22;2025-01-21;104;1;4;12;3;15,0000;15,0000;0,0000;40,6502;1,61;1;1;1;0;
8278;RQ008278;2025-01-15;2025-01-16;2025-01-15;104;1;1;26;3;15,0000;15,0000;0,0000;40,6502;7,03;1;1;1;0;
8279;RQ008279;2025-01-27;2025-01-28;2025-01-27;104;1;3;7;3;15,0000;15,0000;0,0000;40,6502;6,87;1;1;1;0;
8280;RQ008280;2025-02-13;2025-02-14;2025-02-13;104;1;3;19;3;9,0000;9,0000;0,0000;41,0395;4,49;1;1;1;0;
8281;RQ008281;2025-02-07;2025-02-08;2025-02-07;104;1;4;36;3;9,0000;9,0000;0,0000;41,0395;5,33;1;1;1;0;
8282;RQ008282;2025-02-24;2025-02-25;2025-02-24;104;1;9;10;3;9,0000;9,0000;0,0000;41,0395;6,74;1;1;1;0;
8283;RQ008283;2025-02-11;2025-02-12;2025-02-13;104;1;9;11;3;9,0000;9,0000;0,0000;41,0395;53,59;1;0;0;0;
8284;RQ008284;2025-02-12;2025-02-13;2025-02-12;104;1;6;36;3;9,0000;9,0000;0,0000;41,0395;3,25;1;1;1;0;
8285;RQ008285;2025-03-11;2025-03-12;2025-03-11;104;1;8;5;3;7,0000;7,0000;0,0000;41,3449;6,39;1;1;1;0;
8286;RQ008286;2025-03-20;2025-03-21;2025-03-20;104;1;11;38;3;7,0000;7,0000;0,0000;41,3449;1,55;1;1;1;0;
8287;RQ008287;2025-03-31;2025-04-01;2025-03-31;104;1;12;24;3;7,0000;7,0000;0,0000;41,3449;1,73;1;1;1;0;
8288;RQ008288;2025-03-06;2025-03-07;2025-03-06;104;1;11;33;3;7,0000;7,0000;0,0000;41,3449;2,30;1;1;1;0;
8289;RQ008289;2025-04-01;2025-04-02;2025-04-01;104;1;2;22;3;9,0000;9,0000;0,0000;41,5211;4,39;1;1;1;0;
8290;RQ008290;2025-04-30;2025-05-01;2025-04-30;104;1;6;26;3;9,0000;9,0000;0,0000;41,5211;6,89;1;1;1;0;
8291;RQ008291;2025-04-04;2025-04-05;2025-04-04;104;1;12;3;3;9,0000;9,0000;0,0000;41,5211;7,71;1;1;1;0;
8292;RQ008292;2025-04-30;2025-05-01;2025-04-30;104;1;6;35;3;9,0000;9,0000;0,0000;41,5211;1,65;1;1;1;0;
8293;RQ008293;2025-05-30;2025-05-31;2025-05-30;104;1;5;30;3;15,0000;15,0000;0,0000;41,5311;7,36;1;1;1;0;
8294;RQ008294;2025-05-02;2025-05-03;2025-05-02;104;1;4;28;3;15,0000;15,0000;0,0000;41,5311;3,70;1;1;1;0;
8295;RQ008295;2025-06-13;2025-06-14;2025-06-13;104;1;11;38;3;10,0000;10,0000;0,0000;41,8074;7,67;1;1;1;0;
8296;RQ008296;2025-07-16;2025-07-17;2025-07-16;104;1;6;7;3;27,0000;27,0000;0,0000;41,8074;5,25;1;1;1;0;
8297;RQ008297;2025-07-21;2025-07-22;2025-07-21;104;1;6;26;4;27,0000;11,0000;16,0000;41,8074;5,38;0;1;0;0;Atendimento parcial
8298;RQ008298;2025-08-25;2025-08-26;2025-08-25;104;1;4;40;3;28,0000;28,0000;0,0000;41,7432;7,05;1;1;1;0;
8299;RQ008299;2025-09-16;2025-09-17;2025-09-16;104;1;9;18;3;3,0000;3,0000;0,0000;42,1358;6,79;1;1;1;0;
8300;RQ008300;2025-09-03;2025-09-04;2025-09-05;104;1;3;31;3;3,0000;3,0000;0,0000;42,1358;54,54;1;0;0;0;
8301;RQ008301;2025-09-25;2025-09-26;2025-09-25;104;1;7;8;3;3,0000;3,0000;0,0000;42,1358;2,01;1;1;1;0;
8302;RQ008302;2025-09-16;2025-09-17;2025-09-16;104;1;10;27;3;3,0000;3,0000;0,0000;42,1358;7,34;1;1;1;0;
8303;RQ008303;2025-09-24;2025-09-25;2025-09-24;104;1;4;14;3;3,0000;3,0000;0,0000;42,1358;1,05;1;1;1;0;
8304;RQ008304;2025-10-23;2025-10-24;2025-10-23;104;1;9;36;3;5,0000;5,0000;0,0000;42,1358;5,10;1;1;1;0;
8305;RQ008305;2025-10-02;2025-10-03;2025-10-02;104;1;10;6;3;5,0000;5,0000;0,0000;42,1358;1,09;1;1;1;0;
8306;RQ008306;2025-10-06;2025-10-07;2025-10-06;104;1;5;13;3;5,0000;5,0000;0,0000;42,1358;7,26;1;1;1;0;
8307;RQ008307;2025-11-20;2025-11-21;2025-11-20;104;1;6;1;3;15,0000;15,0000;0,0000;42,0614;7,19;1;1;1;0;
8308;RQ008308;2025-11-20;2025-11-21;2025-11-20;104;1;5;33;3;15,0000;15,0000;0,0000;42,0614;3,64;1;1;1;0;
8309;RQ008309;2025-12-24;2025-12-25;2025-12-24;104;1;12;33;3;9,0000;9,0000;0,0000;42,0207;1,27;1;1;1;0;
8310;RQ008310;2026-01-13;2026-01-14;2026-01-13;104;1;4;15;3;9,0000;9,0000;0,0000;42,0207;4,90;1;1;1;0;
8311;RQ008311;2026-01-07;2026-01-08;2026-01-07;104;1;5;17;3;9,0000;9,0000;0,0000;42,0207;1,15;1;1;1;0;
8312;RQ008312;2026-01-16;2026-01-17;2026-01-16;104;1;5;1;3;9,0000;9,0000;0,0000;42,0207;1,93;1;1;1;0;
8313;RQ008313;2026-01-12;2026-01-13;2026-01-12;104;1;12;23;3;9,0000;9,0000;0,0000;42,0207;5,22;1;1;1;0;
8314;RQ008314;2026-02-03;2026-02-04;2026-02-03;104;1;7;9;3;3,0000;3,0000;0,0000;41,8358;7,25;1;1;1;0;
8315;RQ008315;2026-02-13;2026-02-14;2026-02-13;104;1;9;13;3;3,0000;3,0000;0,0000;41,8358;3,57;1;1;1;0;
8316;RQ008316;2026-02-16;2026-02-17;2026-02-16;104;1;8;1;3;3,0000;3,0000;0,0000;41,8358;5,68;1;1;1;0;
8317;RQ008317;2026-02-12;2026-02-13;2026-02-12;104;1;6;19;3;3,0000;3,0000;0,0000;41,8358;7,08;1;1;1;0;
8318;RQ008318;2026-03-10;2026-03-11;2026-03-10;104;1;9;4;3;5,0000;5,0000;0,0000;41,8358;5,82;1;1;1;0;
8319;RQ008319;2026-03-20;2026-03-21;2026-03-20;104;1;11;10;3;5,0000;5,0000;0,0000;41,8358;1,52;1;1;1;0;
8320;RQ008320;2026-03-17;2026-03-18;2026-03-17;104;1;9;1;3;5,0000;5,0000;0,0000;41,8358;6,85;1;1;1;0;
8321;RQ008321;2026-03-25;2026-03-26;2026-03-25;104;1;11;40;3;5,0000;5,0000;0,0000;41,8358;3,84;1;1;1;0;
8322;RQ008322;2026-04-27;2026-04-28;2026-04-27;104;1;1;32;3;38,0000;38,0000;0,0000;42,2211;3,36;1;1;1;0;
8323;RQ008323;2026-05-14;2026-05-15;2026-05-14;104;1;5;17;3;13,0000;13,0000;0,0000;42,7139;3,06;1;1;1;0;
8324;RQ008324;2026-05-26;2026-05-27;2026-05-26;104;1;2;35;3;13,0000;13,0000;0,0000;42,7139;3,36;1;1;1;0;
8325;RQ008325;2026-06-23;2026-06-24;2026-06-23;104;1;8;31;3;4,0000;4,0000;0,0000;42,4810;7,85;1;1;1;0;
8326;RQ008326;2026-06-22;2026-06-23;2026-06-22;104;1;2;39;3;4,0000;4,0000;0,0000;42,4810;3,99;1;1;1;0;
8327;RQ008327;2026-06-30;2026-07-01;2026-06-30;104;1;11;24;3;4,0000;4,0000;0,0000;42,4810;5,87;1;1;1;0;
8328;RQ008328;2026-06-02;2026-06-03;2026-06-02;104;1;4;6;3;4,0000;4,0000;0,0000;42,4810;6,57;1;1;1;0;
8329;RQ008329;2026-06-29;2026-06-30;2026-06-29;104;1;8;16;3;4,0000;4,0000;0,0000;42,4810;1,39;1;1;1;0;
8330;RQ008330;2026-07-16;2026-07-17;2026-07-16;104;1;1;4;3;22,0000;22,0000;0,0000;42,4810;7,53;1;1;1;0;
8331;RQ008331;2026-08-17;2026-08-18;2026-08-17;104;1;12;38;4;54,0000;48,0000;6,0000;42,8204;2,68;0;1;0;0;Atendimento parcial
8332;RQ008332;2024-09-16;2024-09-17;2024-09-16;105;3;11;38;3;2,0000;2,0000;0,0000;176,0200;1,66;1;1;1;0;
8333;RQ008333;2024-10-25;2024-10-26;2024-10-25;105;3;8;2;3;6,0000;6,0000;0,0000;175,8436;3,56;1;1;1;0;
8334;RQ008334;2024-10-16;2024-10-17;2024-10-16;105;3;12;26;3;6,0000;6,0000;0,0000;175,8436;7,52;1;1;1;0;
8335;RQ008335;2024-10-17;2024-10-18;2024-10-17;105;3;7;32;3;6,0000;6,0000;0,0000;175,8436;3,06;1;1;1;0;
8336;RQ008336;2024-10-16;2024-10-17;2024-10-16;105;3;10;13;3;6,0000;6,0000;0,0000;175,8436;1,61;1;1;1;0;
8337;RQ008337;2024-11-08;2024-11-09;2024-11-09;105;3;3;21;4;17,0000;15,0000;2,0000;175,8436;25,39;0;1;0;0;Atendimento parcial
8338;RQ008338;2025-01-22;2025-01-23;2025-01-22;105;3;12;4;3;2,0000;2,0000;0,0000;177,3619;2,95;1;1;1;0;
8339;RQ008339;2025-01-21;2025-01-22;2025-01-21;105;3;1;15;3;2,0000;2,0000;0,0000;177,3619;3,03;1;1;1;0;
8340;RQ008340;2025-02-19;2025-02-20;2025-02-20;105;3;5;17;3;1,0000;1,0000;0,0000;177,3619;29,63;1;1;1;0;
8341;RQ008341;2025-02-05;2025-02-06;2025-02-05;105;3;9;32;3;1,0000;1,0000;0,0000;177,3619;4,03;1;1;1;0;
8342;RQ008342;2025-02-27;2025-02-28;2025-02-27;105;3;11;11;3;1,0000;1,0000;0,0000;177,3619;2,31;1;1;1;0;
8343;RQ008343;2025-02-04;2025-02-05;2025-02-04;105;3;1;22;3;1,0000;1,0000;0,0000;177,3619;7,01;1;1;1;0;
8344;RQ008344;2025-02-17;2025-02-18;2025-02-17;105;3;5;22;3;1,0000;1,0000;0,0000;177,3619;4,96;1;1;1;0;
8345;RQ008345;2025-03-05;2025-03-06;2025-03-05;105;3;12;30;3;5,0000;5,0000;0,0000;177,3619;6,37;1;1;1;0;
8346;RQ008346;2025-03-05;2025-03-06;2025-03-06;105;3;7;9;3;5,0000;5,0000;0,0000;177,3619;28,01;1;1;1;0;
8347;RQ008347;2025-03-05;2025-03-06;2025-03-05;105;3;5;35;3;5,0000;5,0000;0,0000;177,3619;3,33;1;1;1;0;
8348;RQ008348;2025-03-05;2025-03-06;2025-03-05;105;3;11;10;3;5,0000;5,0000;0,0000;177,3619;6,59;1;1;1;0;
8349;RQ008349;2025-04-17;2025-04-18;2025-04-17;105;3;3;37;3;1,0000;1,0000;0,0000;179,0390;2,27;1;1;1;0;
8350;RQ008350;2025-04-08;2025-04-09;2025-04-08;105;3;11;33;3;1,0000;1,0000;0,0000;179,0390;2,76;1;1;1;0;
8351;RQ008351;2025-04-21;2025-04-22;2025-04-21;105;3;6;2;3;1,0000;1,0000;0,0000;179,0390;6,13;1;1;1;0;
8352;RQ008352;2025-04-28;2025-04-29;2025-04-28;105;3;3;32;3;1,0000;1,0000;0,0000;179,0390;6,29;1;1;1;0;
8353;RQ008353;2025-04-01;2025-04-02;2025-04-01;105;3;5;23;3;1,0000;1,0000;0,0000;179,0390;7,67;1;1;1;0;
8354;RQ008354;2025-05-16;2025-05-17;2025-05-16;105;3;10;36;3;5,0000;5,0000;0,0000;179,0390;3,93;1;1;1;0;
8355;RQ008355;2025-05-20;2025-05-21;2025-05-20;105;3;10;34;3;5,0000;5,0000;0,0000;179,0390;1,31;1;1;1;0;
8356;RQ008356;2025-05-13;2025-05-14;2025-05-13;105;3;4;30;3;5,0000;5,0000;0,0000;179,0390;4,44;1;1;1;0;
8357;RQ008357;2025-05-09;2025-05-10;2025-05-09;105;3;6;28;3;5,0000;5,0000;0,0000;179,0390;6,29;1;1;1;0;
8358;RQ008358;2025-06-20;2025-06-21;2025-06-20;105;3;2;12;3;6,0000;6,0000;0,0000;179,0390;1,20;1;1;1;0;
8359;RQ008359;2025-07-11;2025-07-12;2025-07-11;105;3;3;9;3;1,0000;1,0000;0,0000;179,3948;1,55;1;1;1;0;
8360;RQ008360;2025-07-24;2025-07-25;2025-07-24;105;3;11;3;3;1,0000;1,0000;0,0000;179,3948;4,25;1;1;1;0;
8361;RQ008361;2025-07-21;2025-07-22;2025-07-21;105;3;10;33;3;1,0000;1,0000;0,0000;179,3948;4,20;1;1;1;0;
8362;RQ008362;2025-08-08;2025-08-09;2025-08-10;105;3;9;40;3;5,0000;5,0000;0,0000;179,3948;52,38;1;0;0;0;
8363;RQ008363;2025-08-21;2025-08-22;2025-08-21;105;3;10;29;3;5,0000;5,0000;0,0000;179,3948;5,80;1;1;1;0;
8364;RQ008364;2025-08-05;2025-08-06;2025-08-05;105;3;6;35;3;5,0000;5,0000;0,0000;179,3948;4,91;1;1;1;0;
8365;RQ008365;2025-08-04;2025-08-05;2025-08-04;105;3;2;39;3;5,0000;5,0000;0,0000;179,3948;5,17;1;1;1;0;
8366;RQ008366;2025-09-26;2025-09-27;2025-09-26;105;3;8;5;3;2,0000;2,0000;0,0000;179,3948;2,88;1;1;1;0;
8367;RQ008367;2025-09-10;2025-09-11;2025-09-10;105;3;12;34;3;2,0000;2,0000;0,0000;179,3948;3,85;1;1;1;0;
8368;RQ008368;2025-09-17;2025-09-18;2025-09-17;105;3;4;40;3;2,0000;2,0000;0,0000;179,3948;5,27;1;1;1;0;
8369;RQ008369;2025-09-15;2025-09-16;2025-09-15;105;3;12;17;3;2,0000;2,0000;0,0000;179,3948;4,24;1;1;1;0;
8370;RQ008370;2025-09-23;2025-09-24;2025-09-23;105;3;9;35;3;2,0000;2,0000;0,0000;179,3948;1,81;1;1;1;0;
8371;RQ008371;2024-10-18;2024-10-19;2024-10-18;105;1;11;16;3;2,0000;2,0000;0,0000;176,0200;2,53;1;1;1;0;
8372;RQ008372;2024-10-08;2024-10-09;2024-10-08;105;1;1;26;3;2,0000;2,0000;0,0000;176,0200;4,11;1;1;1;0;
8373;RQ008373;2024-10-02;2024-10-03;2024-10-02;105;1;3;21;3;2,0000;2,0000;0,0000;176,0200;7,08;1;1;1;0;
8374;RQ008374;2024-11-01;2024-11-02;2024-11-01;105;1;9;32;3;16,0000;16,0000;0,0000;176,0200;7,63;1;1;1;0;
8375;RQ008375;2024-12-10;2024-12-11;2024-12-10;105;1;10;16;3;3,0000;3,0000;0,0000;175,7530;5,64;1;1;1;0;
8376;RQ008376;2024-12-04;2024-12-05;2024-12-04;105;1;1;35;3;3,0000;3,0000;0,0000;175,7530;2,57;1;1;1;0;
8377;RQ008377;2024-12-03;2024-12-04;2024-12-03;105;1;4;6;3;3,0000;3,0000;0,0000;175,7530;4,51;1;1;1;0;
8378;RQ008378;2024-12-25;2024-12-26;2024-12-26;105;1;1;22;3;3,0000;3,0000;0,0000;175,7530;30,36;1;1;1;0;
8379;RQ008379;2024-12-26;2024-12-27;2024-12-26;105;1;3;21;3;3,0000;3,0000;0,0000;175,7530;6,99;1;1;1;0;
8380;RQ008380;2025-01-29;2025-01-30;2025-01-29;105;1;9;10;3;2,0000;2,0000;0,0000;175,7530;4,81;1;1;1;0;
8381;RQ008381;2025-01-10;2025-01-11;2025-01-10;105;1;5;34;3;2,0000;2,0000;0,0000;175,7530;2,07;1;1;1;0;
8382;RQ008382;2025-03-04;2025-03-05;2025-03-04;105;1;12;20;3;4,0000;4,0000;0,0000;175,7530;1,01;1;1;1;0;
8383;RQ008383;2025-03-18;2025-03-19;2025-03-18;105;1;12;21;3;4,0000;4,0000;0,0000;175,7530;6,67;1;1;1;0;
8384;RQ008384;2025-03-26;2025-03-27;2025-03-26;105;1;6;29;3;4,0000;4,0000;0,0000;175,7530;4,60;1;1;1;0;
8385;RQ008385;2025-03-31;2025-04-01;2025-04-02;105;1;11;14;3;4,0000;4,0000;0,0000;175,7530;49,28;1;0;0;0;
8386;RQ008386;2025-04-15;2025-04-16;2025-04-15;105;1;3;7;3;7,0000;7,0000;0,0000;177,2177;2,25;1;1;1;0;
8387;RQ008387;2025-04-15;2025-04-16;2025-04-15;105;1;7;26;3;7,0000;7,0000;0,0000;177,2177;2,62;1;1;1;0;
8388;RQ008388;2025-05-26;2025-05-27;2025-05-26;105;1;9;5;3;6,0000;6,0000;0,0000;177,2177;6,32;1;1;1;0;
8389;RQ008389;2025-06-06;2025-06-07;2025-06-06;105;1;2;20;3;19,0000;19,0000;0,0000;177,2177;3,49;1;1;1;0;
8390;RQ008390;2025-07-30;2025-07-31;2025-07-30;105;1;1;3;3;6,0000;6,0000;0,0000;177,6245;2,17;1;1;1;0;
8391;RQ008391;2025-07-04;2025-07-05;2025-07-04;105;1;6;36;3;6,0000;6,0000;0,0000;177,6245;6,13;1;1;1;0;
8392;RQ008392;2025-07-25;2025-07-26;2025-07-25;105;1;4;7;3;6,0000;6,0000;0,0000;177,6245;2,87;1;1;1;0;
8393;RQ008393;2025-07-10;2025-07-11;2025-07-10;105;1;6;39;3;6,0000;6,0000;0,0000;177,6245;1,16;1;1;1;0;
8394;RQ008394;2025-09-24;2025-09-25;2025-09-24;105;1;7;7;3;4,0000;4,0000;0,0000;177,6245;6,68;1;1;1;0;
8395;RQ008395;2025-09-23;2025-09-24;2025-09-23;105;1;10;1;3;4,0000;4,0000;0,0000;177,6245;2,40;1;1;1;0;
8396;RQ008396;2025-09-12;2025-09-13;2025-09-12;105;1;2;27;3;4,0000;4,0000;0,0000;177,6245;6,40;1;1;1;0;
8397;RQ008397;2025-09-30;2025-10-01;2025-09-30;105;1;2;24;4;4,0000;3,0000;1,0000;177,6245;3,14;0;1;0;0;Atendimento parcial
8398;RQ008398;2025-10-01;2025-10-02;2025-10-01;105;1;6;7;3;6,0000;6,0000;0,0000;177,7173;2,96;1;1;1;0;
8399;RQ008399;2025-10-01;2025-10-02;2025-10-01;105;1;8;20;3;6,0000;6,0000;0,0000;177,7173;1,61;1;1;1;0;
8400;RQ008400;2025-10-01;2025-10-02;2025-10-01;105;1;10;13;3;6,0000;6,0000;0,0000;177,7173;5,32;1;1;1;0;
8401;RQ008401;2025-11-18;2025-11-19;2025-11-18;105;1;6;39;3;6,0000;6,0000;0,0000;177,7173;3,60;1;1;1;0;
8402;RQ008402;2025-11-19;2025-11-20;2025-11-19;105;1;8;34;3;6,0000;6,0000;0,0000;177,7173;2,45;1;1;1;0;
8403;RQ008403;2025-11-24;2025-11-25;2025-11-24;105;1;6;16;3;6,0000;6,0000;0,0000;177,7173;1,34;1;1;1;0;
8404;RQ008404;2025-12-19;2025-12-20;2025-12-19;105;1;3;2;3;1,0000;1,0000;0,0000;178,8394;3,29;1;1;1;0;
8405;RQ008405;2026-01-30;2026-01-31;2026-01-30;105;1;4;2;3;11,0000;11,0000;0,0000;178,8394;6,35;1;1;1;0;
8406;RQ008406;2026-02-20;2026-02-21;2026-02-20;105;1;9;27;3;8,0000;8,0000;0,0000;178,8394;3,09;1;1;1;0;
8407;RQ008407;2026-02-17;2026-02-18;2026-02-17;105;1;8;33;3;8,0000;8,0000;0,0000;178,8394;7,95;1;1;1;0;
8408;RQ008408;2026-04-29;2026-04-30;2026-04-29;105;1;5;25;3;6,0000;6,0000;0,0000;178,3551;2,78;1;1;1;0;
8409;RQ008409;2026-04-20;2026-04-21;2026-04-20;105;1;5;1;3;6,0000;6,0000;0,0000;178,3551;6,01;1;1;1;0;
8410;RQ008410;2026-04-14;2026-04-15;2026-04-14;105;1;1;24;3;6,0000;6,0000;0,0000;178,3551;5,46;1;1;1;0;
8411;RQ008411;2026-04-07;2026-04-08;2026-04-07;105;1;1;6;3;6,0000;6,0000;0,0000;178,3551;3,87;1;1;1;0;
8412;RQ008412;2026-05-01;2026-05-02;2026-05-01;105;1;5;26;4;16,0000;15,0000;1,0000;178,3551;4,00;0;1;0;0;Atendimento parcial
8413;RQ008413;2026-06-02;2026-06-03;2026-06-02;105;1;11;32;3;2,0000;2,0000;0,0000;178,2733;3,37;1;1;1;0;
8414;RQ008414;2026-06-08;2026-06-09;2026-06-08;105;1;9;16;3;2,0000;2,0000;0,0000;178,2733;1,77;1;1;1;0;
8415;RQ008415;2026-06-04;2026-06-05;2026-06-04;105;1;10;29;3;2,0000;2,0000;0,0000;178,2733;7,34;1;1;1;0;
8416;RQ008416;2026-06-30;2026-07-01;2026-06-30;105;1;1;37;3;2,0000;2,0000;0,0000;178,2733;3,89;1;1;1;0;
8417;RQ008417;2026-06-04;2026-06-05;2026-06-04;105;1;4;1;3;2,0000;2,0000;0,0000;178,2733;1,17;1;1;1;0;
8418;RQ008418;2026-08-25;2026-08-26;2026-08-25;105;1;10;37;3;11,0000;11,0000;0,0000;178,2733;4,76;1;1;1;0;
8419;RQ008419;2024-12-03;2024-12-04;2024-12-03;106;3;7;26;3;55,0000;55,0000;0,0000;98,5200;4,28;1;1;1;0;
8420;RQ008420;2024-12-19;2024-12-20;2024-12-19;106;3;8;34;3;55,0000;55,0000;0,0000;98,5200;2,30;1;1;1;0;
8421;RQ008421;2025-02-26;2025-02-27;2025-02-28;106;3;4;23;3;8,0000;8,0000;0,0000;98,6345;55,73;1;0;0;0;
8422;RQ008422;2025-02-12;2025-02-13;2025-02-12;106;3;11;32;3;8,0000;8,0000;0,0000;98,6345;4,21;1;1;1;0;
8423;RQ008423;2025-02-18;2025-02-19;2025-02-18;106;3;10;20;3;8,0000;8,0000;0,0000;98,6345;1,02;1;1;1;0;
8424;RQ008424;2025-02-04;2025-02-05;2025-02-04;106;3;7;39;3;8,0000;8,0000;0,0000;98,6345;7,98;1;1;1;0;
8425;RQ008425;2025-02-03;2025-02-04;2025-02-03;106;3;6;21;3;8,0000;8,0000;0,0000;98,6345;1,15;1;1;1;0;
8426;RQ008426;2025-03-14;2025-03-15;2025-03-14;106;3;10;29;3;10,0000;10,0000;0,0000;98,6345;4,99;1;1;1;0;
8427;RQ008427;2025-03-14;2025-03-15;2025-03-14;106;3;7;1;3;10,0000;10,0000;0,0000;98,6345;4,99;1;1;1;0;
8428;RQ008428;2025-03-18;2025-03-19;2025-03-18;106;3;9;1;3;10,0000;10,0000;0,0000;98,6345;1,83;1;1;1;0;
8429;RQ008429;2025-03-04;2025-03-05;2025-03-04;106;3;8;28;3;10,0000;10,0000;0,0000;98,6345;5,96;1;1;1;0;
8430;RQ008430;2025-03-10;2025-03-11;2025-03-12;106;3;8;7;3;10,0000;10,0000;0,0000;98,6345;50,64;1;0;0;0;
8431;RQ008431;2025-04-17;2025-04-18;2025-04-17;106;3;10;17;3;28,0000;28,0000;0,0000;98,6345;4,53;1;1;1;0;
8432;RQ008432;2025-04-01;2025-04-02;2025-04-01;106;3;12;10;3;28,0000;28,0000;0,0000;98,6345;7,44;1;1;1;0;
8433;RQ008433;2025-04-01;2025-04-02;2025-04-01;106;3;4;9;3;28,0000;28,0000;0,0000;98,6345;2,06;1;1;1;0;
8434;RQ008434;2025-04-07;2025-04-08;2025-04-07;106;3;11;4;3;28,0000;28,0000;0,0000;98,6345;3,43;1;1;1;0;
8435;RQ008435;2025-05-13;2025-05-14;2025-05-13;106;3;12;31;3;36,0000;36,0000;0,0000;98,5051;7,90;1;1;1;0;
8436;RQ008436;2025-05-08;2025-05-09;2025-05-08;106;3;2;37;3;36,0000;36,0000;0,0000;98,5051;7,58;1;1;1;0;
8437;RQ008437;2025-05-13;2025-05-14;2025-05-13;106;3;11;28;3;36,0000;36,0000;0,0000;98,5051;1,43;1;1;1;0;
8438;RQ008438;2025-05-14;2025-05-15;2025-05-14;106;3;8;26;3;36,0000;36,0000;0,0000;98,5051;2,46;1;1;1;0;
8439;RQ008439;2025-05-21;2025-05-22;2025-05-21;106;3;4;38;3;36,0000;36,0000;0,0000;98,5051;3,29;1;1;1;0;
8440;RQ008440;2025-07-23;2025-07-24;2025-07-23;106;3;12;32;3;49,0000;49,0000;0,0000;98,8174;5,37;1;1;1;0;
8441;RQ008441;2025-07-18;2025-07-19;2025-07-18;106;3;12;35;3;49,0000;49,0000;0,0000;98,8174;2,63;1;1;1;0;
8442;RQ008442;2025-08-27;2025-08-28;2025-08-27;106;3;6;10;3;38,0000;38,0000;0,0000;98,8174;2,52;1;1;1;0;
8443;RQ008443;2025-09-08;2025-09-09;2025-09-08;106;3;12;25;3;14,0000;14,0000;0,0000;98,8174;7,48;1;1;1;0;
8444;RQ008444;2025-09-02;2025-09-03;2025-09-02;106;3;3;20;3;14,0000;14,0000;0,0000;98,8174;6,06;1;1;1;0;
8445;RQ008445;2025-09-18;2025-09-19;2025-09-18;106;3;3;30;3;14,0000;14,0000;0,0000;98,8174;2,02;1;1;1;0;
8446;RQ008446;2025-09-22;2025-09-23;2025-09-22;106;3;2;33;3;14,0000;14,0000;0,0000;98,8174;6,61;1;1;1;0;
8447;RQ008447;2025-09-12;2025-09-13;2025-09-12;106;3;6;3;3;14,0000;14,0000;0,0000;98,8174;5,04;1;1;1;0;
8448;RQ008448;2025-10-14;2025-10-15;2025-10-14;106;3;6;1;3;13,0000;13,0000;0,0000;99,3112;5,93;1;1;1;0;
8449;RQ008449;2025-10-22;2025-10-23;2025-10-24;106;3;7;2;3;13,0000;13,0000;0,0000;99,3112;52,09;1;0;0;0;
8450;RQ008450;2025-10-03;2025-10-04;2025-10-03;106;3;7;1;3;13,0000;13,0000;0,0000;99,3112;2,03;1;1;1;0;
8451;RQ008451;2025-10-03;2025-10-04;2025-10-03;106;3;4;7;3;13,0000;13,0000;0,0000;99,3112;3,76;1;1;1;0;
8452;RQ008452;2026-01-21;2026-01-22;2026-01-21;106;3;5;30;3;78,0000;78,0000;0,0000;99,3112;7,19;1;1;1;0;
8453;RQ008453;2026-02-12;2026-02-13;2026-02-12;106;3;2;2;3;9,0000;9,0000;0,0000;99,3112;5,53;1;1;1;0;
8454;RQ008454;2026-03-23;2026-03-24;2026-03-23;106;3;7;15;3;46,0000;46,0000;0,0000;99,3112;4,26;1;1;1;0;
