SK_CompraItem;NumeroPedido;DataPedido;DataPrometida;DataRecebimento;SK_Item;SK_Fornecedor;SK_Deposito;QuantidadePedida;QuantidadeRecebida;QuantidadeDevolvida;PrecoUnitario;ValorPedido;ValorRecebido;LeadTimeRealDias;FlagEntregaNoPrazo;FlagRecebimentoTotal;StatusPedido
1947;PC001947;2026-06-22;2026-08-09;2026-07-21;147;16;1;89,0000;89,0000;0,0000;126,2007;11231,86;11231,86;29;SIM;SIM;Recebido
1948;PC001948;2026-08-10;2026-09-27;;147;16;1;84,0000;0,0000;0,0000;120,0829;10086,96;0,00;;NAO;NAO;Aberto
1949;PC001949;2024-09-18;2024-10-21;2024-10-12;148;16;1;123,0000;123,0000;0,0000;447,9688;55100,16;55100,16;24;SIM;SIM;Recebido
1950;PC001950;2024-11-29;2025-01-01;2024-12-21;148;16;1;101,0000;101,0000;0,0000;446,4057;45086,98;45086,98;22;SIM;SIM;Recebido
1951;PC001951;2024-12-20;2025-01-22;2025-01-09;148;16;1;54,0000;54,0000;0,0000;463,1152;25008,22;25008,22;20;SIM;SIM;Recebido
1952;PC001952;2025-02-06;2025-03-11;2025-03-03;148;16;1;85,0000;85,0000;0,0000;446,3860;37942,81;37942,81;25;SIM;SIM;Recebido
1953;PC001953;2025-04-21;2025-05-24;2025-05-07;148;16;1;120,0000;120,0000;0,0000;459,3238;55118,86;55118,86;16;SIM;SIM;Recebido
1954;PC001954;2025-05-30;2025-07-02;2025-06-21;148;16;1;60,0000;60,0000;0,0000;460,7048;27642,29;27642,29;22;SIM;SIM;Recebido
1955;PC001955;2025-06-24;2025-07-27;2025-07-09;148;16;1;43,0000;43,0000;0,0000;455,5343;19587,97;19587,97;15;SIM;SIM;Recebido
1956;PC001956;2024-10-01;2024-11-18;2024-10-23;149;19;1;225,0000;225,0000;0,0000;463,3577;104255,48;104255,48;22;SIM;SIM;Recebido
1957;PC001957;2025-02-04;2025-03-24;2025-03-01;149;19;1;169,0000;126,0000;0,0000;464,8480;78559,31;58570,85;25;SIM;NAO;Recebido
1958;PC001958;2025-04-14;2025-06-01;2025-05-21;149;19;1;204,0000;204,0000;0,0000;454,6007;92738,54;92738,54;37;SIM;SIM;Recebido
1959;PC001959;2025-07-07;2025-08-24;2025-08-10;149;19;1;178,0000;178,0000;0,0000;475,5304;84644,41;84644,41;34;SIM;SIM;Recebido
1960;PC001960;2025-11-17;2026-01-04;2026-01-03;149;19;1;175,0000;175,0000;0,0000;473,0046;82775,80;82775,80;47;SIM;SIM;Recebido
1961;PC001961;2025-12-15;2026-02-01;2026-01-25;149;19;1;271,0000;271,0000;0,0000;483,1866;130943,57;130943,57;41;SIM;SIM;Recebido
1962;PC001962;2026-06-11;2026-07-29;2026-07-25;149;19;1;206,0000;171,0000;0,0000;471,2751;97082,67;80588,04;44;SIM;NAO;Recebido
1963;PC001963;2024-09-19;2024-10-22;2024-10-15;150;14;3;178,0000;178,0000;0,0000;337,8220;60132,32;60132,32;26;SIM;SIM;Recebido
1964;PC001964;2024-11-19;2024-12-22;2024-12-22;150;14;3;135,0000;135,0000;0,0000;335,5836;45303,79;45303,79;33;SIM;SIM;Recebido
1965;PC001965;2025-01-16;2025-02-18;2025-02-14;150;14;3;192,0000;192,0000;0,0000;347,5730;66734,02;66734,02;29;SIM;SIM;Recebido
1966;PC001966;2025-03-25;2025-04-27;2025-04-27;150;14;3;250,0000;250,0000;0,0000;344,9661;86241,52;86241,52;33;SIM;SIM;Recebido
1967;PC001967;2025-04-01;2025-05-04;2025-05-10;150;14;3;179,0000;179,0000;0,0000;359,2741;64310,06;64310,06;39;NAO;SIM;Recebido
1968;PC001968;2025-06-18;2025-07-21;2025-07-19;150;14;3;170,0000;170,0000;0,0000;364,8211;62019,59;62019,59;31;SIM;SIM;Recebido
1969;PC001969;2025-10-23;2025-11-25;2025-11-19;150;14;3;142,0000;142,0000;8,0000;356,5966;50636,72;50636,72;27;SIM;SIM;Recebido
1970;PC001970;2026-01-22;2026-02-24;2026-02-19;150;14;3;219,0000;219,0000;0,0000;351,2867;76931,79;76931,79;28;SIM;SIM;Recebido
1971;PC001971;2026-04-15;2026-05-18;2026-05-14;150;14;3;250,0000;250,0000;0,0000;357,0834;89270,85;89270,85;29;SIM;SIM;Recebido
1972;PC001972;2026-06-26;2026-07-29;2026-07-22;150;14;3;217,0000;217,0000;0,0000;365,0174;79208,78;79208,78;26;SIM;SIM;Recebido
1973;PC001973;2024-09-02;2024-10-05;2024-09-27;150;14;1;154,0000;154,0000;0,0000;336,7329;51856,87;51856,87;25;SIM;SIM;Recebido
1974;PC001974;2025-01-17;2025-02-19;2025-02-12;150;14;1;209,0000;209,0000;0,0000;353,2797;73835,46;73835,46;26;SIM;SIM;Recebido
1975;PC001975;2025-04-22;2025-05-25;2025-05-25;150;14;1;210,0000;210,0000;0,0000;358,4084;75265,76;75265,76;33;SIM;SIM;Recebido
1976;PC001976;2025-07-25;2025-08-27;2025-08-21;150;14;1;224,0000;224,0000;0,0000;338,9640;75927,94;75927,94;27;SIM;SIM;Recebido
1977;PC001977;2025-11-12;2025-12-15;2025-12-11;150;14;1;179,0000;179,0000;0,0000;349,8278;62619,18;62619,18;29;SIM;SIM;Recebido
1978;PC001978;2025-12-25;2026-01-27;2026-01-24;150;14;1;150,0000;150,0000;3,0000;351,7309;52759,64;52759,64;30;SIM;SIM;Recebido
1979;PC001979;2026-02-03;2026-03-08;2026-03-02;150;14;1;180,0000;127,0000;0,0000;339,2417;61063,51;43083,70;27;SIM;NAO;Recebido
1980;PC001980;2026-03-04;2026-04-06;2026-03-23;150;14;1;173,0000;173,0000;0,0000;341,9194;59152,06;59152,06;19;SIM;SIM;Recebido
1981;PC001981;2026-07-14;2026-08-16;2026-08-04;150;14;1;155,0000;155,0000;0,0000;341,2876;52899,58;52899,58;21;SIM;SIM;Recebido
1982;PC001982;2024-09-25;2024-11-12;2024-11-19;151;33;2;44,0000;44,0000;0,0000;80,7843;3554,51;3554,51;55;NAO;SIM;Recebido
1983;PC001983;2024-10-07;2024-11-24;2024-11-23;151;33;2;52,0000;52,0000;0,0000;82,6742;4299,06;4299,06;47;SIM;SIM;Recebido
1984;PC001984;2025-02-20;2025-04-09;2025-03-27;151;33;2;47,0000;47,0000;0,0000;85,2460;4006,56;4006,56;35;SIM;SIM;Recebido
1985;PC001985;2025-04-22;2025-06-09;2025-06-05;151;33;2;40,0000;40,0000;0,0000;82,1800;3287,20;3287,20;44;SIM;SIM;Recebido
1986;PC001986;2025-05-29;2025-07-16;2025-07-10;151;33;2;60,0000;60,0000;0,0000;83,1440;4988,64;4988,64;42;SIM;SIM;Recebido
1987;PC001987;2025-06-11;2025-07-29;2025-08-01;151;33;2;40,0000;40,0000;0,0000;84,9718;3398,87;3398,87;51;NAO;SIM;Recebido
1988;PC001988;2025-11-21;2026-01-08;2026-01-10;151;33;2;52,0000;52,0000;0,0000;86,8921;4518,39;4518,39;50;NAO;SIM;Recebido
1989;PC001989;2025-12-03;2026-01-20;2026-01-15;151;33;2;52,0000;52,0000;0,0000;87,9296;4572,34;4572,34;43;SIM;SIM;Recebido
1990;PC001990;2026-04-06;2026-05-24;2026-05-15;151;33;2;64,0000;64,0000;0,0000;89,4028;5721,78;5721,78;39;SIM;SIM;Recebido
1991;PC001991;2026-05-01;2026-06-18;2026-06-10;151;33;2;44,0000;44,0000;0,0000;85,1475;3746,49;3746,49;40;SIM;SIM;Recebido
1992;PC001992;2026-07-31;2026-09-17;;151;33;2;40,0000;0,0000;0,0000;83,7882;3351,53;0,00;;NAO;NAO;Aberto
1993;PC001993;2026-08-28;2026-10-15;;151;33;2;46,0000;0,0000;0,0000;84,4404;3884,26;0,00;;NAO;NAO;Aberto
1994;PC001994;2024-09-24;2024-11-11;2024-11-03;151;33;3;68,0000;68,0000;0,0000;85,3236;5802,00;5802,00;40;SIM;SIM;Recebido
1995;PC001995;2024-10-24;2024-12-11;2024-12-07;151;33;3;86,0000;86,0000;0,0000;86,0751;7402,46;7402,46;44;SIM;SIM;Recebido
1996;PC001996;2025-04-30;2025-06-17;2025-06-01;151;33;3;43,0000;43,0000;0,0000;83,7392;3600,79;3600,79;32;SIM;SIM;Recebido
1997;PC001997;2025-05-15;2025-07-02;2025-06-21;151;33;3;54,0000;54,0000;0,0000;83,2507;4495,54;4495,54;37;SIM;SIM;Recebido
1998;PC001998;2025-09-15;2025-11-02;2025-10-14;151;33;3;50,0000;50,0000;0,0000;85,6783;4283,91;4283,91;29;SIM;SIM;Recebido
1999;PC001999;2025-11-12;2025-12-30;2026-01-04;151;33;3;40,0000;40,0000;0,0000;81,7253;3269,01;3269,01;53;NAO;SIM;Recebido
2000;PC002000;2025-12-24;2026-02-10;2026-02-04;151;33;3;66,0000;52,0000;0,0000;82,2338;5427,43;4276,16;42;SIM;NAO;Recebido
2001;PC002001;2026-01-16;2026-03-05;2026-02-23;151;33;3;56,0000;56,0000;0,0000;81,1186;4542,64;4542,64;38;SIM;SIM;Recebido
2002;PC002002;2026-05-28;2026-07-15;2026-07-04;151;33;3;72,0000;72,0000;0,0000;81,0121;5832,87;5832,87;37;SIM;SIM;Recebido
2003;PC002003;2026-06-25;2026-08-12;2026-08-10;151;33;3;86,0000;86,0000;0,0000;82,4760;7092,94;7092,94;46;SIM;SIM;Recebido
2004;PC002004;2024-09-13;2024-10-31;2024-10-14;152;29;1;175,0000;175,0000;0,0000;23,7824;4161,92;4161,92;31;SIM;SIM;Recebido
2005;PC002005;2024-10-09;2024-11-26;2024-11-18;152;29;1;141,0000;141,0000;0,0000;22,1709;3126,10;3126,10;40;SIM;SIM;Recebido
2006;PC002006;2024-12-04;2025-01-21;2025-01-12;152;29;1;141,0000;141,0000;0,0000;22,6600;3195,06;3195,06;39;SIM;SIM;Recebido
2007;PC002007;2025-01-20;2025-03-09;2025-03-14;152;29;1;199,0000;199,0000;0,0000;22,3777;4453,16;4453,16;53;NAO;SIM;Recebido
2008;PC002008;2025-02-06;2025-03-26;2025-04-02;152;29;1;268,0000;268,0000;0,0000;22,9782;6158,16;6158,16;55;NAO;SIM;Recebido
2009;PC002009;2025-03-13;2025-04-30;2025-04-19;152;29;1;189,0000;189,0000;0,0000;22,5028;4253,03;4253,03;37;SIM;SIM;Recebido
2010;PC002010;2025-05-16;2025-07-03;2025-06-27;152;29;1;141,0000;141,0000;0,0000;23,6579;3335,76;3335,76;42;SIM;SIM;Recebido
2011;PC002011;2025-06-04;2025-07-22;2025-07-08;152;29;1;174,0000;174,0000;0,0000;23,5931;4105,20;4105,20;34;SIM;SIM;Recebido
2012;PC002012;2025-07-22;2025-09-08;2025-09-15;152;29;1;294,0000;294,0000;0,0000;24,2377;7125,88;7125,88;55;NAO;SIM;Recebido
2013;PC002013;2025-08-07;2025-09-24;2025-09-21;152;29;1;380,0000;327,0000;0,0000;24,0738;9148,04;7872,13;45;SIM;NAO;Recebido
2014;PC002014;2025-11-10;2025-12-28;2025-12-17;152;29;1;305,0000;305,0000;0,0000;24,3784;7435,41;7435,41;37;SIM;SIM;Recebido
2015;PC002015;2025-12-08;2026-01-25;2026-01-16;152;29;1;280,0000;280,0000;0,0000;24,3829;6827,21;6827,21;39;SIM;SIM;Recebido
2016;PC002016;2026-01-29;2026-03-18;2026-03-05;152;29;1;154,0000;154,0000;0,0000;23,3492;3595,78;3595,78;35;SIM;SIM;Recebido
2017;PC002017;2026-02-16;2026-04-05;2026-03-23;152;29;1;196,0000;196,0000;0,0000;24,0793;4719,54;4719,54;35;SIM;SIM;Recebido
2018;PC002018;2026-05-19;2026-07-06;2026-06-07;152;29;1;259,0000;259,0000;0,0000;24,5167;6349,83;6349,83;19;SIM;SIM;Recebido
2019;PC002019;2026-06-11;2026-07-29;2026-08-05;152;29;1;345,0000;345,0000;0,0000;24,5884;8483,00;8483,00;55;NAO;SIM;Recebido
2020;PC002020;2026-07-13;2026-08-30;2026-08-25;152;29;1;380,0000;380,0000;0,0000;23,5576;8951,89;8951,89;43;SIM;SIM;Recebido
2021;PC002021;2024-09-18;2024-10-11;2024-10-02;153;1;1;200,0000;200,0000;0,0000;160,7352;32147,04;32147,04;14;SIM;SIM;Recebido
2022;PC002022;2024-11-21;2024-12-14;2024-12-10;153;1;1;160,0000;160,0000;0,0000;156,5335;25045,36;25045,36;19;SIM;SIM;Recebido
2023;PC002023;2025-02-10;2025-03-05;2025-02-27;153;1;1;203,0000;203,0000;12,0000;164,6324;33420,38;33420,38;17;SIM;SIM;Recebido
2024;PC002024;2025-04-02;2025-04-25;2025-04-27;153;1;1;180,0000;180,0000;0,0000;165,9492;29870,86;29870,86;25;NAO;SIM;Recebido
2025;PC002025;2025-06-26;2025-07-19;2025-07-19;153;1;1;161,0000;161,0000;0,0000;166,3484;26782,09;26782,09;23;SIM;SIM;Recebido
2026;PC002026;2025-09-10;2025-10-03;2025-09-25;153;1;1;155,0000;155,0000;0,0000;166,4386;25797,98;25797,98;15;SIM;SIM;Recebido
2027;PC002027;2025-12-31;2026-01-23;2026-01-18;153;1;1;204,0000;204,0000;0,0000;171,3061;34946,44;34946,44;18;SIM;SIM;Recebido
2028;PC002028;2026-03-31;2026-04-23;2026-04-24;153;1;1;179,0000;179,0000;0,0000;161,0490;28827,77;28827,77;24;NAO;SIM;Recebido
2029;PC002029;2026-06-02;2026-06-25;2026-06-22;153;1;1;205,0000;205,0000;0,0000;172,8701;35438,37;35438,37;20;SIM;SIM;Recebido
2030;PC002030;2026-08-07;2026-08-30;;153;1;1;147,0000;0,0000;0,0000;173,0251;25434,69;0,00;;NAO;NAO;Aberto
2031;PC002031;2024-09-05;2024-09-15;2024-09-10;154;27;1;142,0000;142,0000;0,0000;31,2310;4434,80;4434,80;5;SIM;SIM;Recebido
2032;PC002032;2025-01-22;2025-02-01;2025-01-26;154;27;1;162,0000;162,0000;0,0000;31,0547;5030,86;5030,86;4;SIM;SIM;Recebido
2033;PC002033;2025-03-25;2025-04-04;2025-03-30;154;27;1;138,0000;138,0000;0,0000;30,6203;4225,60;4225,60;5;SIM;SIM;Recebido
2034;PC002034;2025-05-07;2025-05-17;2025-05-11;154;27;1;156,0000;156,0000;0,0000;32,0651;5002,16;5002,16;4;SIM;SIM;Recebido
2035;PC002035;2025-07-01;2025-07-11;2025-07-05;154;27;1;124,0000;124,0000;0,0000;32,5031;4030,38;4030,38;4;SIM;SIM;Recebido
2036;PC002036;2025-10-27;2025-11-06;2025-11-03;154;27;1;142,0000;142,0000;6,0000;33,0220;4689,12;4689,12;7;SIM;SIM;Recebido
2037;PC002037;2025-12-09;2025-12-19;2025-12-12;154;27;1;143,0000;143,0000;0,0000;31,2953;4475,23;4475,23;3;SIM;SIM;Recebido
2038;PC002038;2026-03-18;2026-03-28;2026-03-26;154;27;1;136,0000;136,0000;0,0000;32,3239;4396,05;4396,05;8;SIM;SIM;Recebido
2039;PC002039;2026-06-26;2026-07-06;2026-07-05;154;27;1;147,0000;147,0000;0,0000;31,7334;4664,81;4664,81;9;SIM;SIM;Recebido
2040;PC002040;2026-08-11;2026-08-21;2026-08-18;154;27;1;133,0000;133,0000;7,0000;32,4612;4317,34;4317,34;7;SIM;SIM;Recebido
2041;PC002041;2024-10-14;2024-11-06;2024-11-03;155;9;1;352,0000;352,0000;0,0000;54,2166;19084,24;19084,24;20;SIM;SIM;Recebido
2042;PC002042;2024-11-28;2024-12-21;2024-12-20;155;9;1;335,0000;335,0000;0,0000;54,3957;18222,56;18222,56;22;SIM;SIM;Recebido
2043;PC002043;2025-01-28;2025-02-20;2025-02-15;155;9;1;362,0000;340,0000;0,0000;55,3883;20050,56;18832,02;18;SIM;NAO;Recebido
2044;PC002044;2025-03-24;2025-04-16;2025-04-13;155;9;1;444,0000;444,0000;0,0000;56,3755;25030,72;25030,72;20;SIM;SIM;Recebido
2045;PC002045;2025-05-16;2025-06-08;2025-06-05;155;9;1;449,0000;449,0000;0,0000;57,5394;25835,19;25835,19;20;SIM;SIM;Recebido
2046;PC002046;2025-08-29;2025-09-21;2025-09-19;155;9;1;407,0000;407,0000;0,0000;58,3457;23746,70;23746,70;21;SIM;SIM;Recebido
2047;PC002047;2025-10-03;2025-10-26;2025-10-23;155;9;1;334,0000;334,0000;0,0000;55,9703;18694,08;18694,08;20;SIM;SIM;Recebido
2048;PC002048;2025-12-15;2026-01-07;2026-01-01;155;9;1;357,0000;357,0000;0,0000;55,7289;19895,22;19895,22;17;SIM;SIM;Recebido
2049;PC002049;2026-02-25;2026-03-20;2026-03-12;155;9;1;343,0000;343,0000;0,0000;57,1445;19600,56;19600,56;15;SIM;SIM;Recebido
2050;PC002050;2026-04-13;2026-05-06;2026-04-25;155;9;1;332,0000;332,0000;0,0000;59,2408;19667,95;19667,95;12;SIM;SIM;Recebido
2051;PC002051;2026-07-22;2026-08-14;2026-08-11;155;9;1;475,0000;475,0000;0,0000;55,5621;26392,00;26392,00;20;SIM;SIM;Recebido
2052;PC002052;2024-09-03;2024-10-21;2024-10-19;156;20;1;379,0000;379,0000;0,0000;209,5319;79412,59;79412,59;46;SIM;SIM;Recebido
2053;PC002053;2025-01-23;2025-03-12;2025-03-29;156;20;1;337,0000;337,0000;0,0000;205,2913;69183,17;69183,17;65;NAO;SIM;Recebido
2054;PC002054;2025-02-28;2025-04-17;2025-04-01;156;20;1;370,0000;370,0000;0,0000;209,7130;77593,81;77593,81;32;SIM;SIM;Recebido
2055;PC002055;2024-10-17;2024-11-04;2024-10-30;157;3;3;250,0000;220,0000;0,0000;792,8030;198200,75;174416,66;13;SIM;NAO;Recebido
2056;PC002056;2024-11-15;2024-12-03;2024-11-30;157;3;3;133,0000;133,0000;0,0000;797,4740;106064,04;106064,04;15;SIM;SIM;Recebido
2057;PC002057;2025-01-20;2025-02-07;2025-01-31;157;3;3;213,0000;213,0000;0,0000;771,8225;164398,19;164398,19;11;SIM;SIM;Recebido
2058;PC002058;2025-02-05;2025-02-23;2025-02-18;157;3;3;136,0000;136,0000;0,0000;818,1496;111268,35;111268,35;13;SIM;SIM;Recebido
2059;PC002059;2025-03-05;2025-03-23;2025-03-17;157;3;3;168,0000;168,0000;0,0000;826,6812;138882,44;138882,44;12;SIM;SIM;Recebido
2060;PC002060;2025-04-08;2025-04-26;2025-04-20;157;3;3;146,0000;146,0000;0,0000;803,8832;117366,95;117366,95;12;SIM;SIM;Recebido
2061;PC002061;2025-05-26;2025-06-13;2025-06-13;157;3;3;170,0000;170,0000;0,0000;787,8450;133933,65;133933,65;18;SIM;SIM;Recebido
2062;PC002062;2025-07-15;2025-08-02;2025-07-29;157;3;3;210,0000;210,0000;0,0000;794,5816;166862,14;166862,14;14;SIM;SIM;Recebido
2063;PC002063;2025-10-21;2025-11-08;2025-11-03;157;3;3;157,0000;157,0000;0,0000;841,0504;132044,91;132044,91;13;SIM;SIM;Recebido
2064;PC002064;2025-11-07;2025-11-25;2025-11-22;157;3;3;189,0000;189,0000;0,0000;822,1054;155377,92;155377,92;15;SIM;SIM;Recebido
2065;PC002065;2025-12-08;2025-12-26;2025-12-27;157;3;3;208,0000;208,0000;0,0000;830,2866;172699,61;172699,61;19;NAO;SIM;Recebido
2066;PC002066;2026-02-24;2026-03-14;2026-03-15;157;3;3;167,0000;167,0000;0,0000;788,5422;131686,55;131686,55;19;NAO;SIM;Recebido
2067;PC002067;2026-03-12;2026-03-30;2026-03-21;157;3;3;159,0000;159,0000;0,0000;841,3778;133779,07;133779,07;9;SIM;SIM;Recebido
2068;PC002068;2026-04-06;2026-04-24;2026-04-18;157;3;3;200,0000;200,0000;0,0000;826,0676;165213,52;165213,52;12;SIM;SIM;Recebido
2069;PC002069;2026-05-19;2026-06-06;2026-05-30;157;3;3;157,0000;157,0000;0,0000;851,5082;133686,79;133686,79;11;SIM;SIM;Recebido
2070;PC002070;2026-06-19;2026-07-07;2026-07-04;157;3;3;138,0000;138,0000;0,0000;811,0090;111919,24;111919,24;15;SIM;SIM;Recebido
2071;PC002071;2026-07-31;2026-08-18;2026-08-06;157;3;3;152,0000;152,0000;0,0000;809,4649;123038,66;123038,66;6;SIM;SIM;Recebido
2072;PC002072;2024-09-27;2024-10-15;2024-10-07;157;3;2;133,0000;133,0000;0,0000;804,5042;106999,06;106999,06;10;SIM;SIM;Recebido
2073;PC002073;2024-10-03;2024-10-21;2024-10-14;157;3;2;137,0000;137,0000;0,0000;802,4219;109931,80;109931,80;11;SIM;SIM;Recebido
2074;PC002074;2024-11-19;2024-12-07;2024-12-02;157;3;2;174,0000;174,0000;0,0000;781,4014;135963,84;135963,84;13;SIM;SIM;Recebido
2075;PC002075;2024-12-12;2024-12-30;2024-12-22;157;3;2;184,0000;184,0000;0,0000;768,5031;141404,57;141404,57;10;SIM;SIM;Recebido
2076;PC002076;2025-01-07;2025-01-25;2025-01-17;157;3;2;205,0000;205,0000;0,0000;809,5923;165966,42;165966,42;10;SIM;SIM;Recebido
2077;PC002077;2025-02-25;2025-03-15;2025-03-09;157;3;2;170,0000;170,0000;0,0000;779,4347;132503,90;132503,90;12;SIM;SIM;Recebido
2078;PC002078;2025-03-28;2025-04-15;2025-04-09;157;3;2;144,0000;144,0000;0,0000;767,9814;110589,32;110589,32;12;SIM;SIM;Recebido
2079;PC002079;2025-05-19;2025-06-06;2025-05-27;157;3;2;237,0000;237,0000;0,0000;768,9845;182249,33;182249,33;8;SIM;SIM;Recebido
2080;PC002080;2025-06-30;2025-07-18;2025-07-13;157;3;2;150,0000;150,0000;0,0000;757,7958;113669,37;113669,37;13;SIM;SIM;Recebido
2081;PC002081;2025-07-24;2025-08-11;2025-08-05;157;3;2;152,0000;152,0000;0,0000;798,6263;121391,20;121391,20;12;SIM;SIM;Recebido
2082;PC002082;2025-10-27;2025-11-14;2025-11-02;157;3;2;250,0000;250,0000;0,0000;789,2292;197307,30;197307,30;6;SIM;SIM;Recebido
2083;PC002083;2025-12-08;2025-12-26;2025-12-22;157;3;2;173,0000;128,0000;0,0000;762,8523;131973,45;97645,09;14;SIM;NAO;Recebido
2084;PC002084;2026-01-30;2026-02-17;2026-02-18;157;3;2;250,0000;250,0000;0,0000;804,6195;201154,88;201154,88;19;NAO;SIM;Recebido
2085;PC002085;2026-03-24;2026-04-11;2026-04-05;157;3;2;178,0000;178,0000;0,0000;788,5515;140362,17;140362,17;12;SIM;SIM;Recebido
2086;PC002086;2026-04-10;2026-04-28;2026-04-28;157;3;2;156,0000;156,0000;0,0000;814,0514;126992,02;126992,02;18;SIM;SIM;Recebido
2087;PC002087;2026-05-19;2026-06-06;2026-05-31;157;3;2;243,0000;243,0000;0,0000;810,5982;196975,36;196975,36;12;SIM;SIM;Recebido
2088;PC002088;2026-06-29;2026-07-17;2026-07-14;157;3;2;224,0000;224,0000;0,0000;825,2633;184858,98;184858,98;15;SIM;SIM;Recebido
2089;PC002089;2026-08-25;2026-09-12;;157;3;2;226,0000;0,0000;0,0000;818,8770;185066,20;0,00;;NAO;NAO;Aberto
2090;PC002090;2024-10-08;2024-10-21;2024-10-20;158;4;1;264,0000;264,0000;0,0000;249,5914;65892,13;65892,13;12;SIM;SIM;Recebido
2091;PC002091;2024-12-31;2025-01-13;2025-01-09;158;4;1;275,0000;235,0000;0,0000;236,3354;64992,24;55538,82;9;SIM;NAO;Recebido
2092;PC002092;2025-02-12;2025-02-25;2025-02-17;158;4;1;325,0000;325,0000;0,0000;241,9115;78621,24;78621,24;5;SIM;SIM;Recebido
2093;PC002093;2025-04-21;2025-05-04;2025-04-30;158;4;1;325,0000;325,0000;0,0000;245,5014;79787,96;79787,96;9;SIM;SIM;Recebido
2094;PC002094;2025-06-24;2025-07-07;2025-07-01;158;4;1;325,0000;325,0000;0,0000;236,1237;76740,20;76740,20;7;SIM;SIM;Recebido
2095;PC002095;2025-08-20;2025-09-02;2025-08-30;158;4;1;269,0000;269,0000;0,0000;249,4181;67093,47;67093,47;10;SIM;SIM;Recebido
2096;PC002096;2025-10-30;2025-11-12;2025-11-07;158;4;1;270,0000;270,0000;0,0000;244,8535;66110,44;66110,44;8;SIM;SIM;Recebido
2097;PC002097;2024-10-08;2024-10-18;2024-10-12;159;21;1;245,0000;245,0000;0,0000;37,5638;9203,13;9203,13;4;SIM;SIM;Recebido
2098;PC002098;2025-02-04;2025-02-14;2025-02-09;159;21;1;245,0000;245,0000;0,0000;37,5841;9208,10;9208,10;5;SIM;SIM;Recebido
2099;PC002099;2025-05-14;2025-05-24;2025-05-19;159;21;1;230,0000;230,0000;0,0000;39,1236;8998,43;8998,43;5;SIM;SIM;Recebido
2100;PC002100;2025-10-23;2025-11-02;2025-10-30;159;21;1;245,0000;245,0000;0,0000;38,7824;9501,69;9501,69;7;SIM;SIM;Recebido
2101;PC002101;2025-12-17;2025-12-27;2025-12-23;159;21;1;200,0000;200,0000;0,0000;38,4364;7687,28;7687,28;6;SIM;SIM;Recebido
2102;PC002102;2026-01-05;2026-01-15;2026-01-12;159;21;1;200,0000;200,0000;0,0000;38,5312;7706,24;7706,24;7;SIM;SIM;Recebido
2103;PC002103;2026-03-05;2026-03-15;2026-03-10;159;21;1;190,0000;190,0000;0,0000;39,9295;7586,60;7586,60;5;SIM;SIM;Recebido
2104;PC002104;2026-06-29;2026-07-09;2026-07-05;159;21;1;207,0000;207,0000;0,0000;37,7284;7809,78;7809,78;6;SIM;SIM;Recebido
2105;PC002105;2024-09-24;2024-11-11;2024-11-03;160;12;1;103,0000;103,0000;0,0000;61,7679;6362,09;6362,09;40;SIM;SIM;Recebido
2106;PC002106;2024-10-04;2024-11-21;2024-11-09;160;12;1;136,0000;136,0000;0,0000;63,0841;8579,44;8579,44;36;SIM;SIM;Recebido
2107;PC002107;2025-02-12;2025-04-01;2025-03-26;160;12;1;56,0000;56,0000;0,0000;60,9781;3414,77;3414,77;42;SIM;SIM;Recebido
2108;PC002108;2025-03-28;2025-05-15;2025-04-23;160;12;1;63,0000;63,0000;0,0000;62,5266;3939,18;3939,18;26;SIM;SIM;Recebido
2109;PC002109;2025-07-07;2025-08-24;2025-08-17;160;12;1;122,0000;122,0000;0,0000;61,9276;7555,17;7555,17;41;SIM;SIM;Recebido
2110;PC002110;2025-08-12;2025-09-29;2025-10-02;160;12;1;90,0000;90,0000;0,0000;64,3199;5788,79;5788,79;51;NAO;SIM;Recebido
2111;PC002111;2025-09-25;2025-11-12;2025-11-13;160;12;1;136,0000;136,0000;0,0000;63,9683;8699,69;8699,69;49;NAO;SIM;Recebido
2112;PC002112;2025-10-07;2025-11-24;2025-11-12;160;12;1;46,0000;46,0000;0,0000;62,8188;2889,66;2889,66;36;SIM;SIM;Recebido
2113;PC002113;2026-03-30;2026-05-17;2026-05-13;160;12;1;91,0000;91,0000;0,0000;61,2179;5570,83;5570,83;44;SIM;SIM;Recebido
2114;PC002114;2026-04-06;2026-05-24;2026-05-16;160;12;1;111,0000;111,0000;0,0000;62,1184;6895,14;6895,14;40;SIM;SIM;Recebido
2115;PC002115;2026-06-22;2026-08-09;2026-07-25;160;12;1;66,0000;56,0000;0,0000;64,9441;4286,31;3636,87;33;SIM;NAO;Recebido
2116;PC002116;2026-08-11;2026-09-28;;160;12;1;66,0000;0,0000;0,0000;62,0361;4094,38;0,00;;NAO;NAO;Aberto
2117;PC002117;2024-09-13;2024-10-31;2024-10-12;160;12;2;97,0000;97,0000;0,0000;64,0317;6211,07;6211,07;29;SIM;SIM;Recebido
2118;PC002118;2024-10-15;2024-12-02;2024-11-29;160;12;2;85,0000;85,0000;0,0000;65,0716;5531,09;5531,09;45;SIM;SIM;Recebido
2119;PC002119;2024-12-09;2025-01-26;2025-01-29;160;12;2;71,0000;71,0000;0,0000;61,2172;4346,42;4346,42;51;NAO;SIM;Recebido
