SK_Movimentacao;Data;SK_Item;SK_Deposito;SK_TipoMovimento;SK_CentroCusto;SK_Fornecedor;NumeroDocumento;Quantidade;CustoUnitario;ValorTotal;QuantidadeSinalizada;ValorSinalizado
11516;2024-10-10;122;1;8;12;;RQ009779;9,0000;169,5723;1526,15;-9,0000;-1526,15
11517;2024-10-23;122;1;8;6;;RQ009780;9,0000;169,5723;1526,15;-9,0000;-1526,15
11518;2024-10-07;122;1;8;11;;RQ009781;9,0000;169,5723;1526,15;-9,0000;-1526,15
11519;2024-12-04;122;1;6;11;;RQ009782;10,0000;169,5723;1695,72;-10,0000;-1695,72
11520;2024-12-25;122;1;8;8;;RQ009783;10,0000;169,5723;1695,72;-10,0000;-1695,72
11521;2024-12-16;122;1;8;2;;RQ009784;10,0000;169,5723;1695,72;-10,0000;-1695,72
11522;2024-12-18;122;1;8;6;;RQ009785;10,0000;169,5723;1695,72;-10,0000;-1695,72
11523;2025-01-09;122;1;1;;33;NF984513;63,0000;169,0821;10652,17;63,0000;10652,17
11524;2025-01-02;122;1;7;6;;RQ009786;17,0000;169,0821;2874,40;-17,0000;-2874,40
11525;2025-01-22;122;1;7;5;;RQ009787;17,0000;169,0821;2874,40;-17,0000;-2874,40
11526;2025-01-17;122;1;6;5;;RQ009788;17,0000;169,0821;2874,40;-17,0000;-2874,40
11527;2025-01-10;122;1;8;1;;RQ009789;17,0000;169,0821;2874,40;-17,0000;-2874,40
11528;2025-02-22;122;1;1;;33;NF356326;72,0000;170,9352;12307,33;72,0000;12307,33
11529;2025-02-28;122;1;6;8;;RQ009790;32,0000;170,9352;5469,93;-32,0000;-5469,93
11530;2025-03-21;122;1;7;9;;RQ009791;23,0000;170,9352;3931,51;-23,0000;-3931,51
11531;2025-03-27;122;1;7;12;;RQ009792;23,0000;170,9352;3931,51;-23,0000;-3931,51
11532;2025-03-10;122;1;6;8;;RQ009793;23,0000;170,9352;3931,51;-23,0000;-3931,51
11533;2025-04-11;122;1;8;1;;RQ009794;21,0000;172,2495;3617,24;-21,0000;-3617,24
11534;2025-05-03;122;1;1;;33;NF804367;85,0000;173,1546;14718,14;85,0000;14718,14
11535;2025-04-23;122;1;1;;33;NF996545;122,0000;173,1546;21124,86;122,0000;21124,86
11536;2025-05-22;122;1;6;10;;RQ009797;20,0000;173,1546;3463,09;-20,0000;-3463,09
11537;2025-05-09;122;1;7;10;;RQ009798;20,0000;173,1546;3463,09;-20,0000;-3463,09
11538;2025-05-01;122;1;7;4;;RQ009799;20,0000;173,1546;3463,09;-20,0000;-3463,09
11539;2025-05-21;122;1;6;5;;RQ009800;20,0000;173,1546;3463,09;-20,0000;-3463,09
11540;2025-06-19;122;1;6;8;;RQ009801;48,0000;173,1546;8311,42;-48,0000;-8311,42
11541;2025-07-28;122;1;6;8;;RQ009802;17,0000;173,1546;2943,63;-17,0000;-2943,63
11542;2025-07-29;122;1;8;2;;RQ009803;17,0000;173,1546;2943,63;-17,0000;-2943,63
11543;2025-08-05;122;1;1;;33;NF937590;77,0000;174,9801;13473,47;77,0000;13473,47
11544;2025-08-11;122;1;7;9;;RQ009804;3,0000;174,9801;524,94;-3,0000;-524,94
11545;2025-08-14;122;1;8;1;;RQ009805;3,0000;174,9801;524,94;-3,0000;-524,94
11546;2025-08-07;122;1;8;8;;RQ009806;3,0000;174,9801;524,94;-3,0000;-524,94
11547;2025-09-12;122;1;6;9;;RQ009807;14,0000;174,9801;2449,72;-14,0000;-2449,72
11548;2025-09-24;122;1;8;6;;RQ009808;14,0000;174,9801;2449,72;-14,0000;-2449,72
11549;2025-09-15;122;1;8;4;;RQ009809;14,0000;174,9801;2449,72;-14,0000;-2449,72
11550;2025-09-26;122;1;6;9;;RQ009810;14,0000;174,9801;2449,72;-14,0000;-2449,72
11551;2025-09-19;122;1;8;9;;RQ009811;14,0000;174,9801;2449,72;-14,0000;-2449,72
11552;2025-09-29;122;1;1;;33;NF375823;79,0000;176,5371;13946,43;79,0000;13946,43
11553;2025-10-01;122;1;7;6;;RQ009812;50,0000;176,5371;8826,85;-50,0000;-8826,85
11554;2025-11-13;122;1;7;11;;RQ009813;3,0000;176,5371;529,61;-3,0000;-529,61
11555;2025-11-06;122;1;8;2;;RQ009814;3,0000;176,5371;529,61;-3,0000;-529,61
11556;2025-11-14;122;1;7;11;;RQ009815;3,0000;176,5371;529,61;-3,0000;-529,61
11557;2025-11-27;122;1;1;;33;NF422181;59,0000;175,7434;10368,86;59,0000;10368,86
11558;2025-12-09;122;1;8;12;;RQ009816;9,0000;175,7434;1581,69;-9,0000;-1581,69
11559;2025-12-10;122;1;7;11;;RQ009817;9,0000;175,7434;1581,69;-9,0000;-1581,69
11560;2025-12-22;122;1;7;9;;RQ009818;9,0000;175,7434;1581,69;-9,0000;-1581,69
11561;2025-12-05;122;1;7;3;;RQ009819;9,0000;175,7434;1581,69;-9,0000;-1581,69
11562;2026-01-20;122;1;8;8;;RQ009820;13,0000;175,7434;2284,66;-13,0000;-2284,66
11563;2026-01-16;122;1;8;5;;RQ009821;13,0000;175,7434;2284,66;-13,0000;-2284,66
11564;2026-01-09;122;1;7;2;;RQ009822;13,0000;175,7434;2284,66;-13,0000;-2284,66
11565;2026-02-11;122;1;1;;33;NF855591;75,0000;176,5104;13238,28;75,0000;13238,28
11566;2026-02-12;122;1;7;3;;RQ009823;7,0000;176,5104;1235,57;-7,0000;-1235,57
11567;2026-02-16;122;1;7;11;;RQ009824;7,0000;176,5104;1235,57;-7,0000;-1235,57
11568;2026-02-09;122;1;6;2;;RQ009825;7,0000;176,5104;1235,57;-7,0000;-1235,57
11569;2026-02-27;122;1;7;1;;RQ009826;7,0000;176,5104;1235,57;-7,0000;-1235,57
11570;2026-02-23;122;1;8;5;;RQ009827;7,0000;176,5104;1235,57;-7,0000;-1235,57
11571;2026-03-18;122;1;7;2;;RQ009828;16,0000;176,5104;2824,17;-16,0000;-2824,17
11572;2026-03-19;122;1;8;11;;RQ009829;16,0000;176,5104;2824,17;-16,0000;-2824,17
11573;2026-03-21;122;1;1;;33;NF344767;67,0000;177,6531;11902,76;67,0000;11902,76
11574;2026-04-13;122;1;8;2;;RQ009830;18,0000;177,6531;3197,76;-18,0000;-3197,76
11575;2026-04-24;122;1;8;3;;RQ009831;18,0000;177,6531;3197,76;-18,0000;-3197,76
11576;2026-04-29;122;1;8;7;;RQ009832;18,0000;177,6531;3197,76;-18,0000;-3197,76
11577;2026-05-05;122;1;7;3;;RQ009833;61,0000;177,6531;10836,84;-61,0000;-10836,84
11578;2026-06-14;122;1;1;;33;NF595483;115,0000;178,7852;20560,30;115,0000;20560,30
11579;2026-06-26;122;1;7;9;;RQ009834;28,0000;178,7852;5005,99;-28,0000;-5005,99
11580;2026-07-24;122;1;6;9;;RQ009835;3,0000;178,7852;536,36;-3,0000;-536,36
11581;2026-07-28;122;1;7;3;;RQ009836;3,0000;178,7852;536,36;-3,0000;-536,36
11582;2026-07-28;122;1;7;7;;RQ009837;3,0000;178,7852;536,36;-3,0000;-536,36
11583;2026-07-03;122;1;8;6;;RQ009838;3,0000;178,7852;536,36;-3,0000;-536,36
11584;2026-07-16;122;1;8;6;;RQ009839;3,0000;178,7852;536,36;-3,0000;-536,36
11585;2026-08-05;122;1;7;12;;RQ009840;3,0000;178,7852;536,36;-3,0000;-536,36
11586;2026-08-25;122;1;6;2;;RQ009841;3,0000;178,7852;536,36;-3,0000;-536,36
11587;2026-08-06;122;1;8;2;;RQ009842;3,0000;178,7852;536,36;-3,0000;-536,36
11588;2026-08-06;122;1;7;1;;RQ009843;3,0000;178,7852;536,36;-3,0000;-536,36
11589;2024-09-10;123;3;8;8;;RQ009844;13,0000;34,8300;452,79;-13,0000;-452,79
11590;2024-09-02;123;3;7;7;;RQ009845;13,0000;34,8300;452,79;-13,0000;-452,79
11591;2024-09-25;123;3;6;4;;RQ009846;13,0000;34,8300;452,79;-13,0000;-452,79
11592;2024-09-05;123;3;6;9;;RQ009847;13,0000;34,8300;452,79;-13,0000;-452,79
11593;2024-09-06;123;3;7;9;;RQ009848;13,0000;34,8300;452,79;-13,0000;-452,79
11594;2024-10-11;123;3;1;;6;NF542412;337,0000;34,8153;11732,76;337,0000;11732,76
11595;2024-10-04;123;3;8;9;;RQ009849;7,0000;34,8153;243,71;-7,0000;-243,71
11596;2024-10-25;123;3;7;5;;RQ009850;7,0000;34,8153;243,71;-7,0000;-243,71
11597;2024-10-25;123;3;6;6;;RQ009851;7,0000;34,8153;243,71;-7,0000;-243,71
11598;2024-10-16;123;3;8;2;;RQ009852;7,0000;34,8153;243,71;-7,0000;-243,71
11599;2024-10-22;123;3;7;1;;RQ009853;7,0000;34,8153;243,71;-7,0000;-243,71
11600;2025-01-08;123;3;6;1;;RQ009854;179,0000;34,8153;6231,94;-179,0000;-6231,94
11601;2025-03-24;123;3;8;5;;RQ009855;57,0000;34,8153;1984,47;-57,0000;-1984,47
11602;2025-03-03;123;3;7;7;;RQ009856;57,0000;34,8153;1984,47;-57,0000;-1984,47
11603;2025-03-27;123;3;7;12;;RQ009857;57,0000;34,8153;1984,47;-57,0000;-1984,47
11604;2025-03-28;123;3;6;8;;RQ009858;57,0000;34,8153;1984,47;-57,0000;-1984,47
11605;2025-03-27;123;3;1;;6;NF734701;442,0000;34,8368;15397,87;442,0000;15397,87
11606;2025-04-29;123;3;8;2;;RQ009859;17,0000;34,8368;592,23;-17,0000;-592,23
11607;2025-04-01;123;3;7;11;;RQ009860;17,0000;34,8368;592,23;-17,0000;-592,23
11608;2025-04-25;123;3;7;12;;RQ009861;17,0000;34,8368;592,23;-17,0000;-592,23
11609;2025-04-28;123;3;6;9;;RQ009862;17,0000;34,8368;592,23;-17,0000;-592,23
11610;2025-04-01;123;3;8;9;;RQ009863;17,0000;34,8368;592,23;-17,0000;-592,23
11611;2025-05-19;123;3;6;12;;RQ009864;13,0000;34,8368;452,88;-13,0000;-452,88
11612;2025-05-01;123;3;8;8;;RQ009865;13,0000;34,8368;452,88;-13,0000;-452,88
11613;2025-05-30;123;3;7;11;;RQ009866;13,0000;34,8368;452,88;-13,0000;-452,88
11614;2025-05-21;123;3;8;9;;RQ009867;13,0000;34,8368;452,88;-13,0000;-452,88
11615;2025-06-05;123;3;8;4;;RQ009868;24,0000;34,8368;836,08;-24,0000;-836,08
11616;2025-06-05;123;3;6;11;;RQ009869;24,0000;34,8368;836,08;-24,0000;-836,08
11617;2025-06-19;123;3;7;2;;RQ009870;24,0000;34,8368;836,08;-24,0000;-836,08
11618;2025-06-04;123;3;7;10;;RQ009871;24,0000;34,8368;836,08;-24,0000;-836,08
11619;2025-06-13;123;3;9;;;TR011619;29,0000;34,8368;1010,27;-29,0000;-1010,27
11620;2025-07-08;123;3;7;2;;RQ009872;159,0000;34,8368;5539,05;-159,0000;-5539,05
11621;2025-07-14;123;3;1;;6;NF963949;307,0000;34,7133;10656,98;307,0000;10656,98
11622;2025-08-21;123;3;8;11;;RQ009873;54,0000;34,7133;1874,52;-54,0000;-1874,52
11623;2025-08-06;123;3;7;6;;RQ009874;54,0000;34,7133;1874,52;-54,0000;-1874,52
11624;2025-08-20;123;3;7;3;;RQ009875;54,0000;34,7133;1874,52;-54,0000;-1874,52
11625;2025-08-25;123;3;6;5;;RQ009876;54,0000;34,7133;1874,52;-54,0000;-1874,52
11626;2025-08-14;123;3;6;7;;RQ009877;54,0000;34,7133;1874,52;-54,0000;-1874,52
11627;2025-09-09;123;3;1;;6;NF854603;384,0000;34,6891;13320,61;384,0000;13320,61
11628;2025-09-08;123;3;6;4;;RQ009878;2,0000;34,6891;69,38;-2,0000;-69,38
11629;2025-10-20;123;3;6;9;;RQ009879;79,0000;34,6891;2740,44;-79,0000;-2740,44
11630;2025-10-10;123;3;7;4;;RQ009880;79,0000;34,6891;2740,44;-79,0000;-2740,44
11631;2025-10-08;123;3;6;7;;RQ009881;79,0000;34,6891;2740,44;-79,0000;-2740,44
11632;2025-11-04;123;3;6;3;;RQ009882;9,0000;34,6891;312,20;-9,0000;-312,20
11633;2025-11-25;123;3;8;1;;RQ009883;9,0000;34,6891;312,20;-9,0000;-312,20
11634;2025-11-10;123;3;8;6;;RQ009884;9,0000;34,6891;312,20;-9,0000;-312,20
11635;2025-11-14;123;3;7;4;;RQ009885;9,0000;34,6891;312,20;-9,0000;-312,20
11636;2025-11-13;123;3;6;4;;RQ009886;9,0000;34,6891;312,20;-9,0000;-312,20
11637;2025-12-12;123;3;8;2;;RQ009887;70,0000;34,6891;2428,24;-70,0000;-2428,24
11638;2025-12-09;123;3;8;4;;RQ009888;70,0000;34,6891;2428,24;-70,0000;-2428,24
11639;2025-12-05;123;3;8;2;;RQ009889;45,0000;34,6891;1561,01;-45,0000;-1561,01
11640;2025-12-31;123;3;1;;6;NF272481;469,0000;34,8569;16347,89;469,0000;16347,89
11641;2026-01-02;123;3;7;5;;RQ009891;48,0000;34,8569;1673,13;-48,0000;-1673,13
11642;2026-01-14;123;3;6;4;;RQ009892;48,0000;34,8569;1673,13;-48,0000;-1673,13
11643;2026-01-23;123;3;6;7;;RQ009893;48,0000;34,8569;1673,13;-48,0000;-1673,13
11644;2026-01-01;123;3;7;4;;RQ009894;48,0000;34,8569;1673,13;-48,0000;-1673,13
11645;2026-01-22;123;3;6;1;;RQ009895;48,0000;34,8569;1673,13;-48,0000;-1673,13
11646;2026-04-15;123;3;6;5;;RQ009896;75,0000;34,8569;2614,27;-75,0000;-2614,27
11647;2026-04-09;123;3;6;7;;RQ009897;75,0000;34,8569;2614,27;-75,0000;-2614,27
11648;2026-04-29;123;3;7;7;;RQ009898;75,0000;34,8569;2614,27;-75,0000;-2614,27
11649;2026-05-16;123;3;1;;6;NF611158;465,0000;35,2442;16388,55;465,0000;16388,55
11650;2026-05-13;123;3;8;2;;RQ009899;73,0000;35,2442;2572,83;-73,0000;-2572,83
11651;2026-05-20;123;3;6;11;;RQ009900;73,0000;35,2442;2572,83;-73,0000;-2572,83
11652;2026-06-22;123;3;6;2;;RQ009901;3,0000;35,2442;105,73;-3,0000;-105,73
11653;2026-06-11;123;3;8;11;;RQ009902;3,0000;35,2442;105,73;-3,0000;-105,73
11654;2026-06-26;123;3;6;9;;RQ009903;3,0000;35,2442;105,73;-3,0000;-105,73
11655;2026-06-12;123;3;7;4;;RQ009904;3,0000;35,2442;105,73;-3,0000;-105,73
11656;2026-07-01;123;3;6;7;;RQ009905;34,0000;35,2442;1198,30;-34,0000;-1198,30
11657;2026-07-06;123;3;7;5;;RQ009906;34,0000;35,2442;1198,30;-34,0000;-1198,30
11658;2024-09-20;123;1;8;9;;RQ009907;18,0000;34,8300;626,94;-18,0000;-626,94
11659;2024-09-11;123;1;8;12;;RQ009908;18,0000;34,8300;626,94;-18,0000;-626,94
11660;2024-09-09;123;1;8;12;;RQ009909;18,0000;34,8300;626,94;-18,0000;-626,94
11661;2024-09-23;123;1;7;12;;RQ009910;18,0000;34,8300;626,94;-18,0000;-626,94
11662;2024-09-24;123;1;8;1;;RQ009911;18,0000;34,8300;626,94;-18,0000;-626,94
11663;2024-10-14;123;1;8;9;;RQ009912;11,0000;34,8300;383,13;-11,0000;-383,13
11664;2024-10-15;123;1;7;1;;RQ009913;11,0000;34,8300;383,13;-11,0000;-383,13
11665;2024-10-21;123;1;7;10;;RQ009914;11,0000;34,8300;383,13;-11,0000;-383,13
11666;2024-10-18;123;1;6;5;;RQ009915;11,0000;34,8300;383,13;-11,0000;-383,13
11667;2024-11-02;123;1;1;;6;NF467891;343,0000;35,1067;12041,60;343,0000;12041,60
11668;2024-12-06;123;1;7;9;;RQ009916;44,0000;35,1067;1544,69;-44,0000;-1544,69
11669;2024-12-17;123;1;7;2;;RQ009917;44,0000;35,1067;1544,69;-44,0000;-1544,69
11670;2024-12-13;123;1;7;8;;RQ009918;44,0000;35,1067;1544,69;-44,0000;-1544,69
11671;2024-12-20;123;1;6;8;;RQ009919;44,0000;35,1067;1544,69;-44,0000;-1544,69
11672;2024-12-04;123;1;7;12;;RQ009920;44,0000;35,1067;1544,69;-44,0000;-1544,69
11673;2025-01-02;123;1;6;6;;RQ009921;119,0000;35,1067;4177,70;-119,0000;-4177,70
11674;2025-01-28;123;1;7;8;;RQ009922;119,0000;35,1067;4177,70;-119,0000;-4177,70
11675;2025-01-23;123;1;1;;6;NF414913;458,0000;35,3149;16174,22;458,0000;16174,22
11676;2025-02-27;123;1;8;5;;RQ009923;40,0000;35,3149;1412,60;-40,0000;-1412,60
11677;2025-02-04;123;1;8;8;;RQ009924;40,0000;35,3149;1412,60;-40,0000;-1412,60
11678;2025-02-07;123;1;7;10;;RQ009925;40,0000;35,3149;1412,60;-40,0000;-1412,60
11679;2025-02-07;123;1;7;7;;RQ009926;40,0000;35,3149;1412,60;-40,0000;-1412,60
11680;2025-02-20;123;1;8;7;;RQ009927;40,0000;35,3149;1412,60;-40,0000;-1412,60
11681;2025-03-12;123;1;8;10;;RQ009928;154,0000;35,3149;5438,49;-154,0000;-5438,49
11682;2025-03-24;123;1;1;;6;NF687806;354,0000;35,3430;12511,42;354,0000;12511,42
11683;2025-05-20;123;1;6;6;;RQ009929;38,0000;35,3430;1343,03;-38,0000;-1343,03
11684;2025-05-09;123;1;7;11;;RQ009930;38,0000;35,3430;1343,03;-38,0000;-1343,03
11685;2025-05-07;123;1;7;3;;RQ009931;38,0000;35,3430;1343,03;-38,0000;-1343,03
11686;2025-05-02;123;1;7;1;;RQ009932;38,0000;35,3430;1343,03;-38,0000;-1343,03
11687;2025-06-13;123;1;3;;;TR011687;29,0000;35,3430;1024,95;29,0000;1024,95
11688;2025-07-07;123;1;7;7;;RQ009933;81,0000;35,3430;2862,78;-81,0000;-2862,78
11689;2025-08-06;123;1;8;4;;RQ009934;133,0000;35,3430;4700,62;-133,0000;-4700,62
11690;2025-08-04;123;1;8;11;;RQ009935;132,0000;35,3430;4665,28;-132,0000;-4665,28
11691;2025-08-26;123;1;1;;6;NF562012;469,0000;35,2285;16522,17;469,0000;16522,17
11692;2025-10-03;123;1;7;5;;RQ009936;68,0000;35,2285;2395,54;-68,0000;-2395,54
11693;2025-10-09;123;1;6;2;;RQ009937;68,0000;35,2285;2395,54;-68,0000;-2395,54
11694;2025-11-14;123;1;11;6;;PERDA11694;8,0000;35,2285;281,83;-8,0000;-281,83
11695;2024-09-30;124;1;8;9;;RQ009938;46,0000;660,1600;30367,36;-46,0000;-30367,36
11696;2024-09-03;124;1;7;11;;RQ009939;46,0000;660,1600;30367,36;-46,0000;-30367,36
11697;2024-09-25;124;1;7;12;;RQ009940;46,0000;660,1600;30367,36;-46,0000;-30367,36
11698;2024-09-23;124;1;6;5;;RQ009941;46,0000;660,1600;30367,36;-46,0000;-30367,36
11699;2024-10-21;124;1;1;;20;NF551779;282,0000;662,0627;186701,68;282,0000;186701,68
11700;2024-10-23;124;1;7;10;;RQ009942;32,0000;662,0627;21186,01;-32,0000;-21186,01
11701;2024-10-16;124;1;8;4;;RQ009943;32,0000;662,0627;21186,01;-32,0000;-21186,01
11702;2024-10-24;124;1;6;2;;RQ009944;32,0000;662,0627;21186,01;-32,0000;-21186,01
11703;2024-10-25;124;1;7;9;;RQ009945;32,0000;662,0627;21186,01;-32,0000;-21186,01
11704;2024-10-25;124;1;6;7;;RQ009946;32,0000;662,0627;21186,01;-32,0000;-21186,01
11705;2024-10-31;124;1;1;;20;NF760628;160,0000;662,6393;106022,29;160,0000;106022,29
11706;2024-11-15;124;1;6;6;;RQ009947;42,0000;662,6393;27830,85;-42,0000;-27830,85
11707;2024-11-15;124;1;7;12;;RQ009948;42,0000;662,6393;27830,85;-42,0000;-27830,85
11708;2024-11-22;124;1;8;6;;RQ009949;42,0000;662,6393;27830,85;-42,0000;-27830,85
11709;2024-11-29;124;1;8;1;;RQ009950;42,0000;662,6393;27830,85;-42,0000;-27830,85
11710;2024-11-07;124;1;7;1;;RQ009951;42,0000;662,6393;27830,85;-42,0000;-27830,85
11711;2024-12-04;124;1;1;;20;NF184774;210,0000;668,3272;140348,71;210,0000;140348,71
11712;2024-12-10;124;1;7;2;;RQ009952;2,0000;668,3272;1336,65;-2,0000;-1336,65
11713;2024-12-12;124;1;8;6;;RQ009953;2,0000;668,3272;1336,65;-2,0000;-1336,65
11714;2025-01-06;124;1;7;7;;RQ009954;70,0000;668,3272;46782,90;-70,0000;-46782,90
11715;2025-01-07;124;1;7;4;;RQ009955;70,0000;668,3272;46782,90;-70,0000;-46782,90
11716;2025-01-21;124;1;8;9;;RQ009956;70,0000;668,3272;46782,90;-70,0000;-46782,90
11717;2025-02-17;124;1;8;10;;RQ009957;75,0000;670,0838;50256,28;-75,0000;-50256,28
11718;2025-03-13;124;1;1;;20;NF438803;181,0000;669,4803;121175,93;181,0000;121175,93
11719;2025-03-31;124;1;7;12;;RQ009958;78,0000;669,4803;52219,46;-78,0000;-52219,46
11720;2025-03-21;124;1;6;6;;RQ009959;78,0000;669,4803;52219,46;-78,0000;-52219,46
11721;2025-04-01;124;1;1;;20;NF175437;289,0000;670,6951;193830,88;289,0000;193830,88
11722;2025-04-01;124;1;1;;20;NF384673;264,0000;670,6951;177063,51;264,0000;177063,51
11723;2025-05-09;124;1;8;9;;RQ009960;145,0000;670,6951;97250,79;-145,0000;-97250,79
11724;2025-06-30;124;1;8;2;;RQ009961;32,0000;670,6951;21462,24;-32,0000;-21462,24
11725;2025-06-24;124;1;7;7;;RQ009962;32,0000;670,6951;21462,24;-32,0000;-21462,24
11726;2025-06-09;124;1;6;1;;RQ009963;32,0000;670,6951;21462,24;-32,0000;-21462,24
11727;2025-06-17;124;1;8;11;;RQ009964;32,0000;670,6951;21462,24;-32,0000;-21462,24
11728;2025-06-04;124;1;7;3;;RQ009965;32,0000;670,6951;21462,24;-32,0000;-21462,24
11729;2025-07-15;124;1;6;2;;RQ009966;1,0000;670,6951;670,70;-1,0000;-670,70
11730;2025-07-02;124;1;6;12;;RQ009967;1,0000;670,6951;670,70;-1,0000;-670,70
11731;2025-07-10;124;1;6;7;;RQ009968;1,0000;670,6951;670,70;-1,0000;-670,70
11732;2025-08-20;124;1;7;2;;RQ009969;32,0000;670,6951;21462,24;-32,0000;-21462,24
11733;2025-08-20;124;1;7;7;;RQ009970;32,0000;670,6951;21462,24;-32,0000;-21462,24
11734;2025-08-25;124;1;6;10;;RQ009971;32,0000;670,6951;21462,24;-32,0000;-21462,24
11735;2025-08-01;124;1;8;1;;RQ009972;32,0000;670,6951;21462,24;-32,0000;-21462,24
11736;2025-08-07;124;1;6;4;;RQ009973;32,0000;670,6951;21462,24;-32,0000;-21462,24
11737;2025-09-14;124;1;1;;20;NF737455;179,0000;673,4228;120542,68;179,0000;120542,68
11738;2025-09-22;124;1;7;5;;RQ009974;267,0000;673,4228;179803,89;-267,0000;-179803,89
11739;2025-10-28;124;1;1;;20;NF694040;267,0000;670,6119;179053,38;267,0000;179053,38
11740;2025-10-14;124;1;8;11;;RQ009975;16,0000;670,6119;10729,79;-16,0000;-10729,79
11741;2025-10-17;124;1;7;4;;RQ009976;16,0000;670,6119;10729,79;-16,0000;-10729,79
11742;2025-10-08;124;1;7;8;;RQ009977;16,0000;670,6119;10729,79;-16,0000;-10729,79
11743;2025-10-06;124;1;8;3;;RQ009978;16,0000;670,6119;10729,79;-16,0000;-10729,79
11744;2025-11-14;124;1;7;2;;RQ009979;16,0000;675,6851;10810,96;-16,0000;-10810,96
11745;2025-11-06;124;1;6;1;;RQ009980;16,0000;675,6851;10810,96;-16,0000;-10810,96
11746;2025-11-04;124;1;8;1;;RQ009981;16,0000;675,6851;10810,96;-16,0000;-10810,96
11747;2025-11-13;124;1;7;7;;RQ009982;16,0000;675,6851;10810,96;-16,0000;-10810,96
11748;2025-12-16;124;1;1;;20;NF517982;120,0000;682,0391;81844,69;120,0000;81844,69
11749;2025-12-13;124;1;1;;20;NF830894;114,0000;682,0391;77752,46;114,0000;77752,46
11750;2025-12-03;124;1;7;12;;RQ009983;54,0000;682,0391;36830,11;-54,0000;-36830,11
11751;2025-12-09;124;1;7;12;;RQ009984;54,0000;682,0391;36830,11;-54,0000;-36830,11
11752;2026-01-09;124;1;6;7;;RQ009985;56,0000;682,0391;38194,19;-56,0000;-38194,19
11753;2026-01-20;124;1;7;6;;RQ009986;56,0000;682,0391;38194,19;-56,0000;-38194,19
11754;2026-01-13;124;1;6;4;;RQ009987;56,0000;682,0391;38194,19;-56,0000;-38194,19
11755;2026-01-15;124;1;8;2;;RQ009988;56,0000;682,0391;38194,19;-56,0000;-38194,19
11756;2026-02-13;124;1;1;;20;NF218954;212,0000;687,8457;145823,29;212,0000;145823,29
11757;2026-02-20;124;1;6;3;;RQ009989;34,0000;687,8457;23386,75;-34,0000;-23386,75
11758;2026-02-05;124;1;8;7;;RQ009990;34,0000;687,8457;23386,75;-34,0000;-23386,75
11759;2026-02-25;124;1;7;12;;RQ009991;34,0000;687,8457;23386,75;-34,0000;-23386,75
11760;2026-02-23;124;1;6;7;;RQ009992;34,0000;687,8457;23386,75;-34,0000;-23386,75
11761;2026-02-24;124;1;7;10;;RQ009993;34,0000;687,8457;23386,75;-34,0000;-23386,75
11762;2026-03-25;124;1;6;4;;RQ009994;9,0000;692,8566;6235,71;-9,0000;-6235,71
11763;2026-03-17;124;1;8;12;;RQ009995;9,0000;692,8566;6235,71;-9,0000;-6235,71
11764;2026-03-03;124;1;7;3;;RQ009996;9,0000;692,8566;6235,71;-9,0000;-6235,71
11765;2026-03-13;124;1;8;7;;RQ009997;9,0000;692,8566;6235,71;-9,0000;-6235,71
11766;2026-04-06;124;1;1;;20;NF771994;158,0000;696,7584;110087,83;158,0000;110087,83
11767;2026-04-22;124;1;6;10;;RQ009998;86,0000;696,7584;59921,22;-86,0000;-59921,22
11768;2026-04-30;124;1;6;10;;RQ009999;86,0000;696,7584;59921,22;-86,0000;-59921,22
11769;2026-05-10;124;1;1;;20;NF241933;220,0000;698,7088;153715,94;220,0000;153715,94
11770;2026-05-20;124;1;1;;20;NF914376;234,0000;698,7088;163497,86;234,0000;163497,86
11771;2026-05-11;124;1;6;12;;RQ010000;27,0000;698,7088;18865,14;-27,0000;-18865,14
11772;2026-05-01;124;1;8;12;;RQ010001;27,0000;698,7088;18865,14;-27,0000;-18865,14
11773;2026-05-08;124;1;7;12;;RQ010002;27,0000;698,7088;18865,14;-27,0000;-18865,14
11774;2026-05-20;124;1;7;9;;RQ010003;27,0000;698,7088;18865,14;-27,0000;-18865,14
11775;2026-05-08;124;1;7;9;;RQ010004;27,0000;698,7088;18865,14;-27,0000;-18865,14
11776;2026-06-10;124;1;8;4;;RQ010005;15,0000;698,7088;10480,63;-15,0000;-10480,63
11777;2026-06-09;124;1;7;7;;RQ010006;15,0000;698,7088;10480,63;-15,0000;-10480,63
11778;2026-06-10;124;1;7;9;;RQ010007;15,0000;698,7088;10480,63;-15,0000;-10480,63
11779;2026-06-23;124;1;7;12;;RQ010008;15,0000;698,7088;10480,63;-15,0000;-10480,63
11780;2026-06-18;124;1;6;12;;RQ010009;15,0000;698,7088;10480,63;-15,0000;-10480,63
11781;2026-07-06;124;1;6;8;;RQ010010;126,0000;698,7088;88037,31;-126,0000;-88037,31
11782;2026-07-10;124;1;7;2;;RQ010011;126,0000;698,7088;88037,31;-126,0000;-88037,31
11783;2026-08-19;124;1;8;11;;RQ010012;31,0000;698,7088;21659,97;-31,0000;-21659,97
11784;2026-08-07;124;1;7;1;;RQ010013;16,0000;698,7088;11179,34;-16,0000;-11179,34
11785;2024-09-12;125;1;7;8;;RQ010015;6,0000;443,2600;2659,56;-6,0000;-2659,56
11786;2024-09-20;125;1;6;11;;RQ010016;6,0000;443,2600;2659,56;-6,0000;-2659,56
