SK_Contagem;DataContagem;CicloInventario;SK_Item;SK_Deposito;QuantidadeSistema;QuantidadeContada;DivergenciaQuantidade;CustoMedio;DivergenciaValor;FlagSemDivergencia;Contador
523;2026-07-22;CIC-202607;177;3;184,0000;184,0000;0,0000;298,2887;0,00;SIM;Contador B
524;2025-11-05;CIC-202511;177;2;346,0000;357,0000;11,0000;299,0472;3289,52;NAO;Contador B
525;2026-04-29;CIC-202604;177;2;130,0000;130,0000;0,0000;299,0472;0,00;SIM;Contador B
526;2025-01-07;CIC-202501;178;1;270,0000;270,0000;0,0000;96,1258;0,00;SIM;Contador B
527;2026-01-07;CIC-202601;178;1;103,0000;103,0000;0,0000;98,9461;0,00;SIM;Contador B
528;2026-06-25;CIC-202606;178;1;172,0000;172,0000;0,0000;100,7610;0,00;SIM;Contador B
529;2026-08-17;CIC-202608;178;1;123,0000;123,0000;0,0000;100,7610;0,00;SIM;Contador A
530;2025-02-27;CIC-202502;179;1;393,0000;393,0000;0,0000;87,6155;0,00;SIM;Contador B
531;2025-05-06;CIC-202505;179;1;327,0000;327,0000;0,0000;88,6004;0,00;SIM;Contador C
532;2025-06-30;CIC-202506;179;1;312,0000;312,0000;0,0000;88,6004;0,00;SIM;Contador B
533;2026-08-25;CIC-202608;179;1;47,0000;47,0000;0,0000;89,3413;0,00;SIM;Contador B
534;2025-01-16;CIC-202501;180;1;167,0000;167,0000;0,0000;861,4980;0,00;SIM;Contador B
535;2026-03-26;CIC-202603;180;1;412,0000;382,0000;-30,0000;875,3364;-26260,09;NAO;Contador A
536;2024-11-29;CIC-202411;181;1;123,0000;123,0000;0,0000;1699,4500;0,00;SIM;Contador C
537;2025-02-19;CIC-202502;181;1;0,0000;0,0000;0,0000;1704,0632;0,00;SIM;Contador A
538;2025-05-21;CIC-202505;181;2;71,0000;71,0000;0,0000;1706,6453;0,00;SIM;Contador B
539;2026-04-28;CIC-202604;181;2;101,0000;101,0000;0,0000;1721,2791;0,00;SIM;Contador B
540;2024-10-11;CIC-202410;182;1;36,0000;36,0000;0,0000;118,5268;0,00;SIM;Contador A
541;2025-08-06;CIC-202508;182;1;61,0000;61,0000;0,0000;119,2576;0,00;SIM;Contador C
542;2026-05-11;CIC-202605;182;1;28,0000;28,0000;0,0000;121,9615;0,00;SIM;Contador B
543;2024-10-02;CIC-202410;183;3;34,0000;34,0000;0,0000;33,8802;0,00;SIM;Contador A
544;2025-01-22;CIC-202501;183;3;19,0000;19,0000;0,0000;33,9917;0,00;SIM;Contador C
545;2025-09-30;CIC-202509;183;3;53,0000;53,0000;0,0000;34,1461;0,00;SIM;Contador C
546;2026-04-29;CIC-202604;183;3;45,0000;45,0000;0,0000;34,5893;0,00;SIM;Contador B
547;2026-06-22;CIC-202606;183;3;23,0000;23,0000;0,0000;34,8167;0,00;SIM;Contador B
548;2026-04-23;CIC-202604;183;1;21,0000;21,0000;0,0000;36,1246;0,00;SIM;Contador C
549;2024-10-14;CIC-202410;184;1;209,0000;209,0000;0,0000;76,1196;0,00;SIM;Contador B
550;2025-05-09;CIC-202505;184;1;187,0000;187,0000;0,0000;76,3202;0,00;SIM;Contador C
551;2025-06-12;CIC-202506;184;1;0,0000;0,0000;0,0000;76,4225;0,00;SIM;Contador A
552;2026-04-01;CIC-202604;184;1;16,0000;16,0000;0,0000;81,1321;0,00;SIM;Contador A
553;2026-08-03;CIC-202608;184;1;191,0000;191,0000;0,0000;82,0589;0,00;SIM;Contador A
554;2025-01-27;CIC-202501;185;1;74,0000;74,0000;0,0000;239,1255;0,00;SIM;Contador C
555;2025-02-11;CIC-202502;185;1;166,0000;158,0000;-8,0000;239,1255;-1913,00;NAO;Contador B
556;2025-09-11;CIC-202509;185;1;95,0000;88,0000;-7,0000;243,9542;-1707,68;NAO;Contador B
557;2026-08-21;CIC-202608;186;1;63,0000;58,0000;-5,0000;221,9118;-1109,56;NAO;Contador C
558;2025-08-07;CIC-202508;187;1;100,0000;100,0000;0,0000;83,7577;0,00;SIM;Contador C
559;2026-08-06;CIC-202608;187;1;100,0000;100,0000;0,0000;88,0520;0,00;SIM;Contador B
560;2025-01-02;CIC-202501;188;1;94,0000;94,0000;0,0000;693,0994;0,00;SIM;Contador B
561;2024-11-19;CIC-202411;189;1;391,0000;391,0000;0,0000;769,0628;0,00;SIM;Contador B
562;2024-12-10;CIC-202412;189;1;391,0000;385,0000;-6,0000;769,0628;-4614,38;NAO;Contador B
563;2025-08-27;CIC-202508;189;1;620,0000;620,0000;0,0000;785,2029;0,00;SIM;Contador C
564;2025-12-03;CIC-202512;190;1;38,0000;35,0000;-3,0000;67,5252;-202,58;NAO;Contador B
565;2026-06-11;CIC-202606;191;1;97,0000;97,0000;0,0000;10,5711;0,00;SIM;Contador B
566;2025-10-13;CIC-202510;192;2;45,0000;45,0000;0,0000;52,1770;0,00;SIM;Contador B
567;2024-12-05;CIC-202412;192;1;0,0000;0,0000;0,0000;51,7442;0,00;SIM;Contador C
568;2026-02-20;CIC-202602;192;1;20,0000;20,0000;0,0000;51,8122;0,00;SIM;Contador B
569;2025-03-10;CIC-202503;193;1;72,0000;72,0000;0,0000;235,3897;0,00;SIM;Contador B
570;2025-06-11;CIC-202506;193;1;243,0000;243,0000;0,0000;237,8015;0,00;SIM;Contador B
571;2025-04-30;CIC-202504;193;2;145,0000;145,0000;0,0000;232,1355;0,00;SIM;Contador C
572;2025-10-22;CIC-202510;193;2;140,0000;142,0000;2,0000;235,4108;470,82;NAO;Contador C
573;2026-05-12;CIC-202605;193;2;152,0000;152,0000;0,0000;237,1149;0,00;SIM;Contador C
574;2025-05-05;CIC-202505;194;1;500,0000;500,0000;0,0000;170,3051;0,00;SIM;Contador C
575;2026-01-06;CIC-202601;194;1;198,0000;198,0000;0,0000;170,5952;0,00;SIM;Contador C
576;2024-12-11;CIC-202412;194;2;68,0000;68,0000;0,0000;169,1544;0,00;SIM;Contador B
577;2025-05-06;CIC-202505;194;2;292,0000;292,0000;0,0000;169,1544;0,00;SIM;Contador B
578;2026-04-10;CIC-202604;195;2;358,0000;358,0000;0,0000;42,4601;0,00;SIM;Contador A
579;2024-09-05;CIC-202409;196;1;0,0000;0,0000;0,0000;75,8517;0,00;SIM;Contador A
580;2024-12-05;CIC-202412;196;1;72,0000;69,0000;-3,0000;76,6482;-229,94;NAO;Contador B
581;2025-08-25;CIC-202508;196;1;166,0000;166,0000;0,0000;78,1190;0,00;SIM;Contador C
582;2025-12-08;CIC-202512;196;1;98,0000;98,0000;0,0000;78,1865;0,00;SIM;Contador A
583;2026-03-16;CIC-202603;196;1;80,0000;80,0000;0,0000;78,9444;0,00;SIM;Contador A
584;2026-05-11;CIC-202605;196;1;48,0000;48,0000;0,0000;79,8352;0,00;SIM;Contador B
585;2024-10-18;CIC-202410;197;1;0,0000;0,0000;0,0000;663,1509;0,00;SIM;Contador C
586;2025-03-19;CIC-202503;197;1;134,0000;134,0000;0,0000;675,0096;0,00;SIM;Contador C
587;2025-06-25;CIC-202506;197;1;136,0000;136,0000;0,0000;677,3572;0,00;SIM;Contador B
588;2026-03-17;CIC-202603;197;1;157,0000;157,0000;0,0000;689,6412;0,00;SIM;Contador A
589;2026-08-19;CIC-202608;197;1;60,0000;60,0000;0,0000;688,2960;0,00;SIM;Contador B
590;2025-04-07;CIC-202504;198;1;371,0000;371,0000;0,0000;189,6960;0,00;SIM;Contador C
591;2025-12-10;CIC-202512;198;1;0,0000;0,0000;0,0000;189,5682;0,00;SIM;Contador B
592;2025-05-26;CIC-202505;199;1;56,0000;56,0000;0,0000;19,0848;0,00;SIM;Contador B
593;2025-06-25;CIC-202506;199;1;41,0000;41,0000;0,0000;19,0115;0,00;SIM;Contador C
594;2025-08-18;CIC-202508;199;1;146,0000;146,0000;0,0000;19,0115;0,00;SIM;Contador A
595;2025-09-05;CIC-202509;199;1;146,0000;146,0000;0,0000;19,0115;0,00;SIM;Contador C
596;2026-06-29;CIC-202606;199;1;140,0000;140,0000;0,0000;19,0115;0,00;SIM;Contador A
597;2025-07-28;CIC-202507;200;1;156,0000;156,0000;0,0000;21,3131;0,00;SIM;Contador A
598;2025-08-19;CIC-202508;200;1;61,0000;61,0000;0,0000;21,2289;0,00;SIM;Contador C
599;2025-05-28;CIC-202505;201;1;144,0000;144,0000;0,0000;133,0977;0,00;SIM;Contador A
600;2025-02-14;CIC-202502;203;1;229,0000;229,0000;0,0000;76,0820;0,00;SIM;Contador C
601;2025-03-26;CIC-202503;203;3;404,0000;404,0000;0,0000;75,1770;0,00;SIM;Contador A
602;2025-10-30;CIC-202510;203;3;385,0000;385,0000;0,0000;75,1770;0,00;SIM;Contador C
603;2026-06-24;CIC-202606;203;3;385,0000;385,0000;0,0000;75,1770;0,00;SIM;Contador A
604;2024-10-28;CIC-202410;204;1;372,0000;372,0000;0,0000;278,5253;0,00;SIM;Contador A
605;2026-07-15;CIC-202607;204;1;50,0000;50,0000;0,0000;285,5746;0,00;SIM;Contador B
606;2025-05-14;CIC-202505;204;2;542,0000;542,0000;0,0000;283,5961;0,00;SIM;Contador B
607;2025-07-23;CIC-202507;204;2;542,0000;542,0000;0,0000;283,5961;0,00;SIM;Contador A
608;2026-03-17;CIC-202603;204;2;723,0000;723,0000;0,0000;283,5961;0,00;SIM;Contador B
609;2025-12-03;CIC-202512;205;1;8,0000;9,0000;1,0000;288,7947;288,79;NAO;Contador C
610;2024-11-11;CIC-202411;206;1;100,0000;100,0000;0,0000;106,7287;0,00;SIM;Contador C
611;2025-09-11;CIC-202509;206;1;168,0000;168,0000;0,0000;109,3142;0,00;SIM;Contador C
612;2025-01-27;CIC-202501;207;1;36,0000;36,0000;0,0000;80,7827;0,00;SIM;Contador B
613;2025-03-19;CIC-202503;207;1;51,0000;51,0000;0,0000;80,6850;0,00;SIM;Contador A
614;2026-02-11;CIC-202602;207;1;206,0000;206,0000;0,0000;80,0231;0,00;SIM;Contador B
615;2024-09-17;CIC-202409;208;3;194,0000;194,0000;0,0000;18,7200;0,00;SIM;Contador B
616;2025-02-28;CIC-202502;208;3;273,0000;273,0000;0,0000;18,6177;0,00;SIM;Contador A
617;2026-02-13;CIC-202602;208;3;88,0000;88,0000;0,0000;18,8690;0,00;SIM;Contador C
618;2025-05-19;CIC-202505;208;1;251,0000;251,0000;0,0000;18,9232;0,00;SIM;Contador A
619;2025-06-03;CIC-202506;208;1;100,0000;100,0000;0,0000;19,0306;0,00;SIM;Contador B
620;2026-07-09;CIC-202607;208;1;120,0000;120,0000;0,0000;19,3399;0,00;SIM;Contador A
621;2026-08-27;CIC-202608;208;1;291,0000;291,0000;0,0000;19,3399;0,00;SIM;Contador C
622;2025-10-17;CIC-202510;209;3;264,0000;264,0000;0,0000;213,2169;0,00;SIM;Contador C
623;2025-10-08;CIC-202510;210;3;169,0000;169,0000;0,0000;67,3789;0,00;SIM;Contador B
624;2026-07-27;CIC-202607;210;3;14,0000;14,0000;0,0000;69,0119;0,00;SIM;Contador A
625;2025-02-11;CIC-202502;210;1;18,0000;18,0000;0,0000;67,9599;0,00;SIM;Contador C
626;2026-01-16;CIC-202601;210;1;0,0000;0,0000;0,0000;68,8715;0,00;SIM;Contador B
627;2024-10-23;CIC-202410;211;1;328,0000;328,0000;0,0000;20,1389;0,00;SIM;Contador A
628;2025-10-08;CIC-202510;211;1;32,0000;32,0000;0,0000;20,9086;0,00;SIM;Contador B
629;2025-01-09;CIC-202501;211;3;134,0000;127,0000;-7,0000;20,5371;-143,76;NAO;Contador A
630;2025-02-25;CIC-202502;211;3;208,0000;208,0000;0,0000;20,5371;0,00;SIM;Contador A
631;2025-03-12;CIC-202503;211;3;0,0000;0,0000;0,0000;20,4681;0,00;SIM;Contador A
632;2025-10-06;CIC-202510;211;3;20,0000;20,0000;0,0000;20,4049;0,00;SIM;Contador B
633;2025-11-28;CIC-202511;212;3;275,0000;275,0000;0,0000;1029,3692;0,00;SIM;Contador C
634;2026-02-18;CIC-202602;212;3;122,0000;130,0000;8,0000;1039,4775;8315,82;NAO;Contador C
635;2024-11-07;CIC-202411;212;2;93,0000;93,0000;0,0000;1003,0548;0,00;SIM;Contador A
636;2025-11-24;CIC-202511;212;2;282,0000;282,0000;0,0000;1025,4247;0,00;SIM;Contador B
637;2026-02-20;CIC-202602;212;2;0,0000;0,0000;0,0000;1041,6086;0,00;SIM;Contador B
638;2025-06-25;CIC-202506;213;3;33,0000;33,0000;0,0000;629,0774;0,00;SIM;Contador C
639;2025-07-14;CIC-202507;213;3;0,0000;0,0000;0,0000;632,1385;0,00;SIM;Contador C
640;2024-12-03;CIC-202412;213;1;51,0000;51,0000;0,0000;624,1163;0,00;SIM;Contador C
641;2025-11-07;CIC-202511;213;1;52,0000;52,0000;0,0000;625,7847;0,00;SIM;Contador B
642;2025-01-30;CIC-202501;215;1;893,0000;893,0000;0,0000;33,8405;0,00;SIM;Contador C
643;2026-02-23;CIC-202602;215;1;63,0000;63,0000;0,0000;34,2400;0,00;SIM;Contador A
644;2025-01-20;CIC-202501;217;3;55,0000;55,0000;0,0000;323,4035;0,00;SIM;Contador B
645;2025-03-26;CIC-202503;217;3;108,0000;108,0000;0,0000;323,4035;0,00;SIM;Contador B
646;2026-06-30;CIC-202606;217;3;113,0000;113,0000;0,0000;324,0859;0,00;SIM;Contador B
647;2026-03-09;CIC-202603;218;1;260,0000;260,0000;0,0000;170,8025;0,00;SIM;Contador B
648;2025-02-06;CIC-202502;219;1;23,0000;23,0000;0,0000;69,4857;0,00;SIM;Contador B
649;2025-03-03;CIC-202503;219;1;41,0000;41,0000;0,0000;69,4857;0,00;SIM;Contador B
650;2026-01-09;CIC-202601;219;1;30,0000;30,0000;0,0000;69,2532;0,00;SIM;Contador C
651;2024-11-27;CIC-202411;220;1;169,0000;169,0000;0,0000;368,8710;0,00;SIM;Contador B
652;2024-12-12;CIC-202412;220;1;44,0000;44,0000;0,0000;367,9271;0,00;SIM;Contador C
653;2025-08-21;CIC-202508;220;1;6,0000;6,0000;0,0000;365,0145;0,00;SIM;Contador B
654;2026-02-16;CIC-202602;220;1;72,0000;72,0000;0,0000;370,6776;0,00;SIM;Contador A
655;2024-11-27;CIC-202411;221;1;91,0000;91,0000;0,0000;915,0128;0,00;SIM;Contador A
656;2025-06-18;CIC-202506;221;1;261,0000;261,0000;0,0000;923,5379;0,00;SIM;Contador A
657;2024-10-07;CIC-202410;222;1;280,0000;280,0000;0,0000;314,7300;0,00;SIM;Contador C
658;2025-01-10;CIC-202501;222;1;314,0000;314,0000;0,0000;314,6584;0,00;SIM;Contador A
659;2025-07-25;CIC-202507;222;1;391,0000;391,0000;0,0000;318,9037;0,00;SIM;Contador A
660;2025-09-29;CIC-202509;222;1;423,0000;423,0000;0,0000;319,4593;0,00;SIM;Contador B
661;2025-01-14;CIC-202501;223;3;0,0000;0,0000;0,0000;13,7117;0,00;NAO;Contador B
662;2025-10-31;CIC-202510;223;3;38,0000;38,0000;0,0000;13,7439;0,00;SIM;Contador A
663;2026-07-27;CIC-202607;223;3;15,0000;15,0000;0,0000;13,8649;0,00;SIM;Contador B
664;2025-06-16;CIC-202506;225;2;68,0000;68,0000;0,0000;214,6863;0,00;SIM;Contador A
665;2025-11-04;CIC-202511;225;2;66,0000;66,0000;0,0000;216,7051;0,00;SIM;Contador C
666;2025-11-14;CIC-202511;225;3;9,0000;9,0000;0,0000;211,6813;0,00;SIM;Contador C
667;2025-01-13;CIC-202501;226;1;90,0000;90,0000;0,0000;32,8453;0,00;SIM;Contador B
668;2025-09-18;CIC-202509;226;1;285,0000;285,0000;0,0000;32,9811;0,00;SIM;Contador C
669;2026-02-23;CIC-202602;226;1;285,0000;285,0000;0,0000;32,9811;0,00;SIM;Contador C
670;2024-09-11;CIC-202409;227;3;305,0000;304,0000;-1,0000;23,3300;-23,33;NAO;Contador A
671;2026-04-15;CIC-202604;227;3;300,0000;300,0000;0,0000;23,6742;0,00;SIM;Contador A
672;2025-02-13;CIC-202502;228;1;0,0000;0,0000;0,0000;250,7856;0,00;SIM;Contador A
673;2025-05-16;CIC-202505;228;1;0,0000;0,0000;0,0000;251,5461;0,00;SIM;Contador A
674;2025-07-30;CIC-202507;228;1;81,0000;81,0000;0,0000;253,2077;0,00;SIM;Contador C
675;2024-09-23;CIC-202409;229;1;8,0000;8,0000;0,0000;1765,8339;0,00;SIM;Contador A
676;2026-06-19;CIC-202606;229;1;32,0000;32,0000;0,0000;1818,0128;0,00;SIM;Contador A
677;2024-10-31;CIC-202410;230;1;141,0000;141,0000;0,0000;246,6170;0,00;SIM;Contador C
678;2025-07-02;CIC-202507;230;1;78,0000;78,0000;0,0000;249,0987;0,00;SIM;Contador B
679;2025-11-27;CIC-202511;230;1;382,0000;382,0000;0,0000;247,6336;0,00;SIM;Contador C
680;2026-08-11;CIC-202608;230;1;328,0000;328,0000;0,0000;251,9506;0,00;SIM;Contador C
681;2026-07-14;CIC-202607;231;1;7,0000;7,0000;0,0000;10,2859;0,00;SIM;Contador C
682;2025-10-15;CIC-202510;231;2;196,0000;196,0000;0,0000;10,2039;0,00;SIM;Contador C
683;2024-11-19;CIC-202411;232;1;1,0000;1,0000;0,0000;53,5936;0,00;SIM;Contador B
684;2024-12-17;CIC-202412;232;1;85,0000;85,0000;0,0000;53,5936;0,00;SIM;Contador B
685;2025-04-01;CIC-202504;232;1;32,0000;32,0000;0,0000;53,5225;0,00;SIM;Contador C
686;2025-05-05;CIC-202505;232;1;2,0000;2,0000;0,0000;53,6552;0,00;SIM;Contador C
687;2025-11-13;CIC-202511;232;1;106,0000;106,0000;0,0000;53,6552;0,00;SIM;Contador A
688;2026-07-14;CIC-202607;232;1;106,0000;106,0000;0,0000;53,6552;0,00;SIM;Contador A
689;2025-01-01;CIC-202501;233;1;149,0000;149,0000;0,0000;203,8962;0,00;SIM;Contador B
690;2026-01-05;CIC-202601;233;1;141,0000;141,0000;0,0000;208,0709;0,00;SIM;Contador A
691;2025-05-19;CIC-202505;234;3;120,0000;120,0000;0,0000;126,4124;0,00;SIM;Contador B
692;2025-09-11;CIC-202509;234;3;91,0000;87,0000;-4,0000;125,9273;-503,71;NAO;Contador A
693;2026-05-29;CIC-202605;234;3;98,0000;98,0000;0,0000;124,0782;0,00;SIM;Contador A
694;2024-09-05;CIC-202409;234;1;47,0000;47,0000;0,0000;124,0900;0,00;SIM;Contador C
695;2025-11-04;CIC-202511;234;1;101,0000;101,0000;0,0000;124,9186;0,00;SIM;Contador A
696;2026-05-11;CIC-202605;234;1;100,0000;100,0000;0,0000;126,3138;0,00;SIM;Contador C
697;2025-02-27;CIC-202502;235;1;28,0000;28,0000;0,0000;149,8739;0,00;SIM;Contador A
698;2025-03-06;CIC-202503;235;1;4,0000;4,0000;0,0000;149,8808;0,00;SIM;Contador C
699;2025-04-16;CIC-202504;235;1;20,0000;20,0000;0,0000;150,1262;0,00;SIM;Contador A
700;2025-08-22;CIC-202508;235;1;42,0000;42,0000;0,0000;153,1063;0,00;SIM;Contador B
701;2026-05-20;CIC-202605;235;1;25,0000;25,0000;0,0000;153,6609;0,00;SIM;Contador B
702;2026-07-29;CIC-202607;235;1;12,0000;12,0000;0,0000;155,5057;0,00;SIM;Contador A
703;2026-08-19;CIC-202608;235;1;16,0000;16,0000;0,0000;155,8838;0,00;SIM;Contador C
704;2024-10-29;CIC-202410;236;3;182,0000;182,0000;0,0000;450,4245;0,00;SIM;Contador C
705;2025-01-15;CIC-202501;236;3;165,0000;165,0000;0,0000;452,6734;0,00;SIM;Contador C
706;2025-05-01;CIC-202505;236;3;103,0000;103,0000;0,0000;452,9253;0,00;SIM;Contador A
707;2026-04-14;CIC-202604;236;3;0,0000;0,0000;0,0000;460,4965;0,00;SIM;Contador A
708;2026-06-25;CIC-202606;236;3;0,0000;0,0000;0,0000;461,6791;0,00;SIM;Contador A
709;2025-04-03;CIC-202504;236;1;0,0000;0,0000;0,0000;455,1554;0,00;NAO;Contador C
710;2024-09-12;CIC-202409;237;1;107,0000;107,0000;0,0000;265,9615;0,00;SIM;Contador B
711;2024-11-06;CIC-202411;237;3;0,0000;0,0000;0,0000;269,9121;0,00;SIM;Contador A
712;2025-12-03;CIC-202512;238;1;231,0000;231,0000;0,0000;170,4555;0,00;SIM;Contador C
713;2025-04-03;CIC-202504;239;1;382,0000;382,0000;0,0000;33,2788;0,00;SIM;Contador A
714;2025-03-31;CIC-202503;240;1;0,0000;0,0000;0,0000;61,7829;0,00;SIM;Contador A
715;2025-12-29;CIC-202512;241;1;135,0000;139,0000;4,0000;61,5126;246,05;NAO;Contador A
716;2025-05-20;CIC-202505;242;1;118,0000;118,0000;0,0000;122,8087;0,00;SIM;Contador B
717;2025-09-01;CIC-202509;242;1;39,0000;39,0000;0,0000;122,8545;0,00;SIM;Contador A
718;2025-12-02;CIC-202512;242;1;87,0000;87,0000;0,0000;122,6406;0,00;SIM;Contador B
719;2025-04-07;CIC-202504;243;1;188,0000;188,0000;0,0000;173,6027;0,00;SIM;Contador B
720;2026-02-13;CIC-202602;243;1;261,0000;261,0000;0,0000;176,7805;0,00;SIM;Contador B
721;2024-12-30;CIC-202412;244;2;0,0000;0,0000;0,0000;602,3893;0,00;SIM;Contador A
722;2025-11-05;CIC-202511;244;2;10,0000;10,0000;0,0000;605,9434;0,00;SIM;Contador B
723;2026-06-22;CIC-202606;245;1;228,0000;224,0000;-4,0000;1023,5507;-4094,20;NAO;Contador B
724;2026-08-24;CIC-202608;246;1;0,0000;0,0000;0,0000;84,2264;0,00;SIM;Contador C
725;2024-09-04;CIC-202409;248;1;66,0000;66,0000;0,0000;30,6000;0,00;SIM;Contador C
726;2026-06-01;CIC-202606;248;1;36,0000;36,0000;0,0000;33,1800;0,00;SIM;Contador B
727;2026-07-07;CIC-202607;248;1;36,0000;36,0000;0,0000;33,1800;0,00;SIM;Contador A
728;2025-02-07;CIC-202502;249;3;176,0000;176,0000;0,0000;315,9098;0,00;SIM;Contador B
729;2025-03-07;CIC-202503;249;3;48,0000;48,0000;0,0000;314,7447;0,00;SIM;Contador B
730;2025-04-14;CIC-202504;249;3;135,0000;135,0000;0,0000;314,7447;0,00;SIM;Contador A
731;2025-07-31;CIC-202507;249;3;190,0000;190,0000;0,0000;318,0691;0,00;SIM;Contador B
732;2025-08-08;CIC-202508;249;3;190,0000;190,0000;0,0000;318,0691;0,00;SIM;Contador B
733;2026-08-17;CIC-202608;249;3;183,0000;183,0000;0,0000;318,0691;0,00;SIM;Contador A
734;2024-11-05;CIC-202411;249;1;103,0000;103,0000;0,0000;316,5503;0,00;SIM;Contador B
735;2025-10-30;CIC-202510;249;1;170,0000;170,0000;0,0000;320,9806;0,00;SIM;Contador C
736;2025-11-28;CIC-202511;249;1;161,0000;161,0000;0,0000;320,9806;0,00;SIM;Contador B
737;2025-10-03;CIC-202510;250;3;312,0000;312,0000;0,0000;122,6235;0,00;SIM;Contador B
738;2025-12-05;CIC-202512;250;3;312,0000;312,0000;0,0000;122,6235;0,00;SIM;Contador B
739;2024-11-07;CIC-202411;250;1;34,0000;34,0000;0,0000;121,2825;0,00;SIM;Contador C
